"MAP_LABEL","GFE_ID","SYSTEM_SITE","GFE_TYPE","SPECIES_QUALIFIED","Y_LAT","X_LONGT","FAZ_ACRO","MAZ_ACRO","JAZ_ACRO","CU_NAME","CU_ACRO","CU_LAT","CU_LONGT","CU_TYPE","CU_INDEX","FULL_CU_IN","SBJ_ID","POP_ID","IS_INDICATOR","CMNTS","EFFECTIVE_DT","WATERSHED_CDE","FWA_WATERSHED_CDE","SPECIES","species_acronym_ncc","IndexId","coordinates_changed"
19,"448","HAYWARD CREEK","Stream","PKO",54.04883,-129.844783,"LSK","NSKEst","LSK+NSKEst","LOWER SKEENA","LSK",54.614,-129.1409819,"Current","15","PKO-15",3,48471,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ","08-MAR-11","400-016500-14100-00000-0000-0000-000-000-000-000-000-000","400-014636-156151-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","Pink","PKO","PKO_48471",FALSE
20,"508","HERMAN CREEK","Stream","PKO",54.379653,-128.618011,"LSK","NSKEst","LSK+NSKEst","LOWER SKEENA","LSK",54.614,-129.1409819,"Current","15","PKO-15",3,47692,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ","08-MAR-11","420-659800-00000-00000-0000-0000-000-000-000-000-000-000","400-174068-641340-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","Pink","PKO","PKO_47692",FALSE
21,"454","JOHNSTON CREEK","Stream","PKO",53.857397,-129.490964,"LSK","NSKEst","LSK+NSKEst","LOWER SKEENA","LSK",54.614,-129.1409819,"Current","15","PKO-15",3,48501,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ","08-MAR-11","400-016500-50000-00000-0000-0000-000-000-000-000-000-000","400-014636-509207-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","Pink","PKO","PKO_48501",FALSE
22,"455","JOHNSTON LAKE","Lake","PKO",53.864877,-129.480436,"LSK","NSKEst","LSK+NSKEst","LOWER SKEENA","LSK",54.614,-129.1409819,"Current","15","PKO-15",3,48506,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ","08-MAR-11","400-016500-50000-00000-0000-0000-000-000-000-000-000-000","400-014636-509207-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","Pink","PKO","PKO_48506",FALSE
23,"465","KADEEN CREEK","Stream","PKO",54.159247,-129.194173,"LSK","NSKEst","LSK+NSKEst","LOWER SKEENA","LSK",54.614,-129.1409819,"Current","15","PKO-15",3,48551,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ","08-MAR-11","400-113400-62100-00000-0000-0000-000-000-000-000-000-000","400-116952-574280-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","Pink","PKO","PKO_48551",FALSE
24,"459","KASIKS RIVER","Stream","PKO",54.293065,-129.400776,"LSK","NSKEst","LSK+NSKEst","LOWER SKEENA","LSK",54.614,-129.1409819,"Current","15","PKO-15",3,48526,"Y","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ","08-MAR-11","400-093200-00000-00000-0000-0000-000-000-000-000-000-000","400-094444-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","Pink","PKO","PKO_48526",FALSE
25,"456","KHYEX RIVER","Stream","PKO",54.232109,-129.804866,"LSK","NSKEst","LSK+NSKEst","LOWER SKEENA","LSK",54.614,-129.1409819,"Current","15","PKO-15",3,48511,"Y","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ","08-MAR-11","400-036100-00000-00000-0000-0000-000-000-000-000-000-000","400-036391-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","Pink","PKO","PKO_48511",FALSE
26,"521","KITSUMKALUM RIVER - LOWER","Stream Segment","PKO",54.520425,-128.661422,"LSK","NSKEst","LSK+NSKEst","LOWER SKEENA","LSK",54.614,-129.1409819,"Current","15","PKO-15",3,47757,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ","08-MAR-11","430-000000-00000-00000-0000-0000-000-000-000-000-000-000","400-195432-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","Pink","PKO","PKO_47757",FALSE
27,"477","KLEANZA CREEK","Stream","PKO",54.595645,-128.410259,"LSK","NSKEst","LSK+NSKEst","LOWER SKEENA","LSK",54.614,-129.1409819,"Current","15","PKO-15",3,48056,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ","08-MAR-11","400-231800-00000-00000-0000-0000-000-000-000-000-000-000","400-234275-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","Pink","PKO","PKO_48056",FALSE
28,"458","KWINITSA CREEK","Stream","PKO",54.221231,-129.577815,"LSK","NSKEst","LSK+NSKEst","LOWER SKEENA","LSK",54.614,-129.1409819,"Current","15","PKO-15",3,48521,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ","08-MAR-11","400-066100-00000-00000-0000-0000-000-000-000-000-000-000","400-067249-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","Pink","PKO","PKO_48521",FALSE
29,"505","LAKELSE RIVER","Stream","PKO",54.442988,-128.78162,"LSK","NSKEst","LSK+NSKEst","LOWER SKEENA","LSK",54.614,-129.1409819,"Current","15","PKO-15",3,47677,"Y","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ","08-MAR-11","420-000000-00000-00000-0000-0000-000-000-000-000-000-000","400-174068-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","Pink","PKO","PKO_47677",FALSE
30,"524","LEAN-TO CREEK","Stream","PKO",54.620844,-128.680445,"LSK","NSKEst","LSK+NSKEst","LOWER SKEENA","LSK",54.614,-129.1409819,"Current","15","PKO-15",3,47772,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ","08-MAR-11","430-160600-00000-00000-0000-0000-000-000-000-000-000-000","400-195432-151700-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","Pink","PKO","PKO_47772",FALSE
31,"451","LOCKERBY CREEK","Stream","PKO",53.917783,-129.650664,"LSK","NSKEst","LSK+NSKEst","LOWER SKEENA","LSK",54.614,-129.1409819,"Current","15","PKO-15",3,48486,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ","08-MAR-11","400-016500-34600-00000-0000-0000-000-000-000-000-000-000","400-014636-358843-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","Pink","PKO","PKO_48486",FALSE
32,"479","LOWRIE CREEK","Stream","PKO",54.646828,-128.399465,"LSK","NSKEst","LSK+NSKEst","LOWER SKEENA","LSK",54.614,-129.1409819,"Current","15","PKO-15",3,48081,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ","08-MAR-11","400-243100-00000-00000-0000-0000-000-000-000-000-000-000","400-246794-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","Pink","PKO","PKO_48081",FALSE
33,"449","MADELINE CREEK","Stream","PKO",53.996068,-129.792766,"LSK","NSKEst","LSK+NSKEst","LOWER SKEENA","LSK",54.614,-129.1409819,"Current","15","PKO-15",3,48476,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ","08-MAR-11","400-016500-22000-00000-0000-0000-000-000-000-000-000-000","400-014636-219671-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","Pink","PKO","PKO_48476",FALSE
34,"464","MAGAR CREEK","Stream","PKO",54.197715,-129.1955,"LSK","NSKEst","LSK+NSKEst","LOWER SKEENA","LSK",54.614,-129.1409819,"Current","15","PKO-15",3,48546,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ","08-MAR-11","400-113400-44800-00000-0000-0000-000-000-000-000-000-000","400-116952-434832-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","Pink","PKO","PKO_48546",FALSE
36,"446","MCNEIL RIVER","Stream","PKO",54.197051,-129.98235,"LSK","NSKEst","LSK+NSKEst","LOWER SKEENA","LSK",54.614,-129.1409819,"Current","15","PKO-15",3,48461,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ","08-MAR-11","400-018200-00000-00000-0000-0000-000-000-000-000-000-000","400-018096-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","Pink","PKO","PKO_48461",FALSE
37,"471","MIDDLE CREEK","Stream","PKO",54.411175,-128.854429,"LSK","NSKEst","LSK+NSKEst","LOWER SKEENA","LSK",54.614,-129.1409819,"Current","15","PKO-15",3,48581,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ","08-MAR-11","400-160900-00000-00000-0000-0000-000-000-000-000-000-000","400-162691-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","Pink","PKO","PKO_48581",FALSE
38,"475","MOLYBDENUM CREEK","Stream","PKO",54.550003,-128.738015,"LSK","NSKEst","LSK+NSKEst","LOWER SKEENA","LSK",54.614,-129.1409819,"Current","15","PKO-15",3,48046,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ","08-MAR-11","400-184200-18600-00000-0000-0000-000-000-000-000-000-000","400-185024-200566-035549-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","Pink","PKO","PKO_48046",FALSE
39,"452","MUDDY CREEK","Stream","PKO",53.897377,-129.620806,"LSK","NSKEst","LSK+NSKEst","LOWER SKEENA","LSK",54.614,-129.1409819,"Current","15","PKO-15",3,48491,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ","08-MAR-11","400-016500-37400-00000-0000-0000-000-000-000-000-000-000","400-014636-385680-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","Pink","PKO","PKO_48491",FALSE
40,"514","NORTH GRANITE CREEK","Stream","PKO",54.390671,-128.533375,"LSK","NSKEst","LSK+NSKEst","LOWER SKEENA","LSK",54.614,-129.1409819,"Current","15","PKO-15",3,47722,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ","08-MAR-11","420-908000-66100-00000-0000-0000-000-000-000-000-000-000","400-174068-907320-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","Pink","PKO","PKO_47722",FALSE
41,"515","NORTH HATCHERY CREEK","Stream","PKO",54.392021,-128.531682,"LSK","NSKEst","LSK+NSKEst","LOWER SKEENA","LSK",54.614,-129.1409819,"Current","15","PKO-15",3,47727,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ","08-MAR-11","420-929100-00000-00000-0000-0000-000-000-000-000-000-000","400-174068-912616-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","Pink","PKO","PKO_47727",FALSE
42,"511","SCHULBUCKHAND CREEK","Stream","PKO",54.355187,-128.571999,"LSK","NSKEst","LSK+NSKEst","LOWER SKEENA","LSK",54.614,-129.1409819,"Current","15","PKO-15",3,47707,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ","08-MAR-11","420-783500-00000-00000-0000-0000-000-000-000-000-000-000","400-174068-760122-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","Pink","PKO","PKO_47707",FALSE
43,"457","SCOTIA RIVER","Stream","PKO",54.170597,-129.636077,"LSK","NSKEst","LSK+NSKEst","LOWER SKEENA","LSK",54.614,-129.1409819,"Current","15","PKO-15",3,48516,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ","08-MAR-11","400-057000-00000-00000-0000-0000-000-000-000-000-000-000","400-056622-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","Pink","PKO","PKO_48516",FALSE
44,"470","SHAMES RIVER","Stream","PKO",54.411623,-128.885879,"LSK","NSKEst","LSK+NSKEst","LOWER SKEENA","LSK",54.614,-129.1409819,"Current","15","PKO-15",3,48576,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ","08-MAR-11","400-157500-00000-00000-0000-0000-000-000-000-000-000-000","400-159406-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","Pink","PKO","PKO_48576",FALSE
45,"445","SHAMES SLOUGH","Slough Segment","PKO",54.411434,-128.883862,"LSK","NSKEst","LSK+NSKEst","LOWER SKEENA","LSK",54.614,-129.1409819,"Current","15","PKO-15",3,48456,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ","08-MAR-11","400-157500-00000-00000-0000-0000-000-000-000-000-000-000","400-159406-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","Pink","PKO","PKO_48456",FALSE
46,"481","SHANNON CREEK","Stream","PKO",54.666542,-128.377296,"LSK","NSKEst","LSK+NSKEst","LOWER SKEENA","LSK",54.614,-129.1409819,"Current","15","PKO-15",3,48091,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ","08-MAR-11","400-248500-00000-00000-0000-0000-000-000-000-000-000-000","400-251262-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","Pink","PKO","PKO_48091",FALSE
47,"478","SINGLEHURST CREEK","Stream","PKO",54.599926,-128.41263,"LSK","NSKEst","LSK+NSKEst","LOWER SKEENA","LSK",54.614,-129.1409819,"Current","15","PKO-15",3,48061,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ","08-MAR-11","400-232100-00000-00000-0000-0000-000-000-000-000-000-000","400-234862-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","Pink","PKO","PKO_48061",FALSE
48,"443","SKEENA RIVER","Stream","PKO",54.135698,-130.108111,"LSK","NSKEst","LSK+NSKEst","LOWER SKEENA","LSK",54.614,-129.1409819,"Current","15","PKO-15",3,48446,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ","08-MAR-11","400-000000-00000-00000-0000-0000-000-000-000-000-000-000","400-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","Pink","PKO","PKO_48446",FALSE
49,"518","SOCKEYE CREEK","Stream","PKO",54.425494,-128.530482,"LSK","NSKEst","LSK+NSKEst","LOWER SKEENA","LSK",54.614,-129.1409819,"Current","15","PKO-15",3,47742,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ","08-MAR-11","420-984300-04500-00000-0000-0000-000-000-000-000-000-000","400-174068-982133-062152-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","Pink","PKO","PKO_47742",FALSE
50,"453","SPARKLING CREEK","Stream","PKO",53.878509,-129.606123,"LSK","NSKEst","LSK+NSKEst","LOWER SKEENA","LSK",54.614,-129.1409819,"Current","15","PKO-15",3,48496,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ","08-MAR-11","400-016500-39800-00000-0000-0000-000-000-000-000-000-000","400-014636-409390-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","Pink","PKO","PKO_48496",FALSE
51,"522","SPRING CREEK","Stream","PKO",54.535823,-128.647123,"LSK","NSKEst","LSK+NSKEst","LOWER SKEENA","LSK",54.614,-129.1409819,"Current","15","PKO-15",3,47762,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ","08-MAR-11","430-028800-00000-00000-0000-0000-000-000-000-000-000-000","400-195432-019478-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","Pink","PKO","PKO_47762",FALSE
52,"526","STAR CREEK","Stream","PKO",54.690577,-128.768479,"LSK","NSKEst","LSK+NSKEst","LOWER SKEENA","LSK",54.614,-129.1409819,"Current","15","PKO-15",3,47782,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ","08-MAR-11","430-301300-00000-00000-0000-0000-000-000-000-000-000-000","400-195432-289576-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","Pink","PKO","PKO_47782",FALSE
53,"476","THORNHILL CREEK","Stream","PKO",54.506482,-128.564752,"LSK","NSKEst","LSK+NSKEst","LOWER SKEENA","LSK",54.614,-129.1409819,"Current","15","PKO-15",3,48051,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ","08-MAR-11","400-206600-00000-00000-0000-0000-000-000-000-000-000-000","400-209423-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","Pink","PKO","PKO_48051",FALSE
54,"506","WHITE CREEK","Stream","PKO",54.424316,-128.6997,"LSK","NSKEst","LSK+NSKEst","LOWER SKEENA","LSK",54.614,-129.1409819,"Current","15","PKO-15",3,47682,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ","08-MAR-11","420-332600-00000-00000-0000-0000-000-000-000-000-000-000","400-174068-320554-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","Pink","PKO","PKO_47682",FALSE
55,"517","WILLIAMS CREEK","Stream","PKO",54.412572,-128.533419,"LSK","NSKEst","LSK+NSKEst","LOWER SKEENA","LSK",54.614,-129.1409819,"Current","15","PKO-15",3,47737,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ","08-MAR-11","420-984300-00000-00000-0000-0000-000-000-000-000-000-000","400-174068-982133-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","Pink","PKO","PKO_47737",FALSE
56,"484","WILSON CREEK","Stream","PKO",55.046155,-128.276747,"LSK","NSKEst","LSK+NSKEst","LOWER SKEENA","LSK",54.614,-129.1409819,"Current","15","PKO-15",3,47572,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ","08-MAR-11","400-339200-00000-00000-0000-0000-000-000-000-000-000-000","400-340618-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","Pink","PKO","PKO_47572",FALSE
57,"473","ZYMAGOTITZ RIVER","Stream","PKO",54.48291,-128.734813,"LSK","NSKEst","LSK+NSKEst","LOWER SKEENA","LSK",54.614,-129.1409819,"Current","15","PKO-15",3,48591,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ","08-MAR-11","400-184200-00000-00000-0000-0000-000-000-000-000-000-000","400-185024-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","Pink","PKO","PKO_48591",FALSE
58,"533","ZYMOETZ RIVER - LOWER","Stream Segment","PKO",54.542805,-128.479943,"LSK","NSKEst","LSK+NSKEst","LOWER SKEENA","LSK",54.614,-129.1409819,"Current","15","PKO-15",3,47817,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ","08-MAR-11","440-000000-00000-00000-0000-0000-000-000-000-000-000-000","400-221484-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","Pink","PKO","PKO_47817",FALSE
1,"252","BESSETTE CREEK","Stream","CK",50.306623,-118.822073,"STh","GStr","STh+GStr","SOUTH THOMPSON-BESSETTE CREEK_SU_1.2","STh-BESS",50.18068238,-118.9069959,"Current","16","CK-16",5,46548,"Y","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ","08-MAR-11","128-835500-54100-00000-0000-0000-000-000-000-000-000-000","100-190442-999098-995997-730848-543292-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","Chinook","CN","CN_46548",FALSE
2,"253","CREIGHTON CREEK","Stream","CK",50.246399,-118.956112,"STh","GStr","STh+GStr","SOUTH THOMPSON-BESSETTE CREEK_SU_1.2","STh-BESS",50.18068238,-118.9069959,"Current","16","CK-16",5,812,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ","08-MAR-11","128-835500-54100-51800-0000-0000-000-000-000-000-000-000","100-190442-999098-995997-730848-543292-564986-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","Chinook","CN","CN_812",FALSE
3,"254","DUTEAU CREEK","Stream","CK",50.251421,-118.960231,"STh","GStr","STh+GStr","SOUTH THOMPSON-BESSETTE CREEK_SU_1.2","STh-BESS",50.18068238,-118.9069959,"Current","16","CK-16",5,46568,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ","08-MAR-11","128-835500-54100-49500-0000-0000-000-000-000-000-000-000","100-190442-999098-995997-730848-543292-538606-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","Chinook","CN","CN_46568",FALSE
4,"255","HARRIS CREEK","Stream","CK",50.198727,-118.992669,"STh","GStr","STh+GStr","SOUTH THOMPSON-BESSETTE CREEK_SU_1.2","STh-BESS",50.18068238,-118.9069959,"Current","16","CK-16",5,46578,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ","08-MAR-11","128-835500-54100-73600-0450-0000-000-000-000-000-000-000","100-190442-999098-995997-730848-543292-811833-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","Chinook","CN","CN_46578",FALSE
