"","Yr","Area","River","Escapement","Returns","Recruits","Expl","Survival","EO","Popn","Population"
"1839",1952,12,"HAND CREEK",NA,NA,NA,NA,NA,"E","56","HAND CREEK E"
"1840",1953,12,"HAND CREEK",NA,NA,NA,NA,NA,"O","55","HAND CREEK O"
"1841",1954,12,"HAND CREEK",NA,NA,NA,0.28,NA,"E","56","HAND CREEK E"
"1842",1955,12,"HAND CREEK",NA,NA,NA,NA,NA,"O","55","HAND CREEK O"
"1843",1956,12,"HAND CREEK",NA,NA,NA,0.55,NA,"E","56","HAND CREEK E"
"1844",1957,12,"HAND CREEK",NA,NA,NA,NA,NA,"O","55","HAND CREEK O"
"1845",1958,12,"HAND CREEK",NA,NA,NA,0.62,NA,"E","56","HAND CREEK E"
"1846",1959,12,"HAND CREEK",NA,NA,NA,0.58,NA,"O","55","HAND CREEK O"
"1847",1960,12,"HAND CREEK",NA,NA,NA,0.59,NA,"E","56","HAND CREEK E"
"1848",1961,12,"HAND CREEK",NA,NA,NA,0.6,NA,"O","55","HAND CREEK O"
"1849",1962,12,"HAND CREEK",NA,NA,NA,0.51,NA,"E","56","HAND CREEK E"
"1850",1963,12,"HAND CREEK",NA,NA,NA,0.51,NA,"O","55","HAND CREEK O"
"1851",1964,12,"HAND CREEK",NA,NA,NA,0.57,NA,"E","56","HAND CREEK E"
"1852",1965,12,"HAND CREEK",NA,NA,NA,0.38,NA,"O","55","HAND CREEK O"
"1853",1966,12,"HAND CREEK",NA,NA,NA,0.72,NA,"E","56","HAND CREEK E"
"1854",1967,12,"HAND CREEK",NA,NA,NA,0.66,NA,"O","55","HAND CREEK O"
"1855",1968,12,"HAND CREEK",NA,NA,NA,0.71,NA,"E","56","HAND CREEK E"
"1856",1969,12,"HAND CREEK",NA,NA,NA,0.33,NA,"O","55","HAND CREEK O"
"1857",1970,12,"HAND CREEK",NA,NA,NA,0.67,NA,"E","56","HAND CREEK E"
"1858",1971,12,"HAND CREEK",NA,NA,NA,0.39,NA,"O","55","HAND CREEK O"
"1859",1972,12,"HAND CREEK",NA,NA,NA,0.51,NA,"E","56","HAND CREEK E"
"1860",1973,12,"HAND CREEK",NA,NA,NA,0.45,NA,"O","55","HAND CREEK O"
"1861",1974,12,"HAND CREEK",NA,NA,NA,0.57,NA,"E","56","HAND CREEK E"
"1862",1975,12,"HAND CREEK",NA,NA,NA,0.3,NA,"O","55","HAND CREEK O"
"1863",1976,12,"HAND CREEK",NA,NA,NA,0.69,NA,"E","56","HAND CREEK E"
"1864",1977,12,"HAND CREEK",NA,NA,NA,0.59,NA,"O","55","HAND CREEK O"
"1865",1978,12,"HAND CREEK",NA,NA,NA,0.54,NA,"E","56","HAND CREEK E"
"1866",1979,12,"HAND CREEK",NA,NA,NA,0.57,NA,"O","55","HAND CREEK O"
"1867",1980,12,"HAND CREEK",NA,NA,NA,0.45,NA,"E","56","HAND CREEK E"
"1868",1981,12,"HAND CREEK",NA,NA,NA,0.42,NA,"O","55","HAND CREEK O"
"1869",1982,12,"HAND CREEK",NA,NA,NA,0.25,NA,"E","56","HAND CREEK E"
"1870",1983,12,"HAND CREEK",NA,NA,NA,0.43,NA,"O","55","HAND CREEK O"
"1871",1984,12,"HAND CREEK",NA,NA,NA,0.38,NA,"E","56","HAND CREEK E"
"1872",1985,12,"HAND CREEK",NA,NA,NA,0.5,NA,"O","55","HAND CREEK O"
"1873",1986,12,"HAND CREEK",NA,NA,NA,0.26,NA,"E","56","HAND CREEK E"
"1874",1987,12,"HAND CREEK",NA,NA,NA,0.44,NA,"O","55","HAND CREEK O"
"1875",1988,12,"HAND CREEK",NA,NA,NA,0.26,NA,"E","56","HAND CREEK E"
"1876",1989,12,"HAND CREEK",NA,NA,NA,0.68,NA,"O","55","HAND CREEK O"
"1877",1990,12,"HAND CREEK",NA,NA,NA,0.11,NA,"E","56","HAND CREEK E"
"1878",1991,12,"HAND CREEK",NA,NA,NA,0.48,NA,"O","55","HAND CREEK O"
"1879",1992,12,"HAND CREEK",NA,NA,NA,0.27,NA,"E","56","HAND CREEK E"
"1880",1993,12,"HAND CREEK",NA,NA,NA,0.46,NA,"O","55","HAND CREEK O"
"1881",1994,12,"HAND CREEK",NA,NA,NA,0.14,NA,"E","56","HAND CREEK E"
"1882",1995,12,"HAND CREEK",NA,NA,NA,0.46,NA,"O","55","HAND CREEK O"
"1883",1996,12,"HAND CREEK",NA,NA,NA,0.03,NA,"E","56","HAND CREEK E"
"1884",1997,12,"HAND CREEK",NA,NA,NA,0.35,NA,"O","55","HAND CREEK O"
"1885",1998,12,"HAND CREEK",NA,NA,NA,0.05,NA,"E","56","HAND CREEK E"
"1886",1999,12,"HAND CREEK",NA,NA,NA,0.01,NA,"O","55","HAND CREEK O"
"1887",2000,12,"HAND CREEK",NA,NA,NA,0.09,NA,"E","56","HAND CREEK E"
"1888",2001,12,"HAND CREEK",NA,NA,NA,0.07,NA,"O","55","HAND CREEK O"
"1889",2002,12,"HAND CREEK",NA,NA,NA,0.12,NA,"E","56","HAND CREEK E"
"1890",2003,12,"HAND CREEK",NA,NA,NA,0.21,NA,"O","55","HAND CREEK O"
"1891",2004,12,"HAND CREEK",NA,NA,NA,0.06,NA,"E","56","HAND CREEK E"
"1892",2005,12,"HAND CREEK",NA,NA,NA,0.05,NA,"O","55","HAND CREEK O"
"1893",2006,12,"HAND CREEK",NA,NA,NA,0.08,NA,"E","56","HAND CREEK E"
"1894",2007,12,"HAND CREEK",NA,NA,NA,0.02,NA,"O","55","HAND CREEK O"
"1895",2008,12,"HAND CREEK",NA,NA,NA,0.03,NA,"E","56","HAND CREEK E"
"1896",2009,12,"HAND CREEK",NA,NA,NA,0.06,NA,"O","55","HAND CREEK O"
"1897",2010,12,"HAND CREEK",NA,NA,NA,0.11,NA,"E","56","HAND CREEK E"
"1898",2011,12,"HAND CREEK",NA,NA,NA,0.32,NA,"O","55","HAND CREEK O"
"1899",2012,12,"HAND CREEK",NA,NA,NA,0.01,NA,"E","56","HAND CREEK E"
"1900",2013,12,"HAND CREEK",NA,NA,NA,0.07,NA,"O","55","HAND CREEK O"
"1901",2014,12,"HAND CREEK",NA,NA,NA,0.09,NA,"E","56","HAND CREEK E"
"1902",2015,12,"HAND CREEK",NA,NA,NA,0.01,NA,"O","55","HAND CREEK O"
"1903",2016,12,"HAND CREEK",NA,NA,NA,0.01,NA,"E","56","HAND CREEK E"
"1904",2017,12,"HAND CREEK",NA,NA,NA,NA,NA,"O","55","HAND CREEK O"
"1905",1950,12,"HAUSKIN CREEK",NA,NA,NA,NA,NA,"E","58","HAUSKIN CREEK E"
"1906",1951,12,"HAUSKIN CREEK",NA,NA,NA,NA,NA,"O","57","HAUSKIN CREEK O"
"1907",1952,12,"HAUSKIN CREEK",NA,NA,NA,NA,NA,"E","58","HAUSKIN CREEK E"
"1908",1953,12,"HAUSKIN CREEK",NA,NA,NA,NA,NA,"O","57","HAUSKIN CREEK O"
"1909",1954,12,"HAUSKIN CREEK",NA,NA,NA,0.28,NA,"E","58","HAUSKIN CREEK E"
"1910",1955,12,"HAUSKIN CREEK",NA,NA,NA,NA,NA,"O","57","HAUSKIN CREEK O"
"1911",1956,12,"HAUSKIN CREEK",NA,NA,NA,0.55,NA,"E","58","HAUSKIN CREEK E"
"1912",1957,12,"HAUSKIN CREEK",NA,NA,NA,NA,NA,"O","57","HAUSKIN CREEK O"
"1913",1958,12,"HAUSKIN CREEK",NA,NA,NA,0.62,NA,"E","58","HAUSKIN CREEK E"
"1914",1959,12,"HAUSKIN CREEK",NA,NA,NA,0.58,NA,"O","57","HAUSKIN CREEK O"
"1915",1960,12,"HAUSKIN CREEK",NA,NA,NA,0.59,NA,"E","58","HAUSKIN CREEK E"
"1916",1961,12,"HAUSKIN CREEK",NA,NA,NA,0.6,NA,"O","57","HAUSKIN CREEK O"
"1917",1962,12,"HAUSKIN CREEK",NA,NA,NA,0.51,NA,"E","58","HAUSKIN CREEK E"
"1918",1963,12,"HAUSKIN CREEK",NA,NA,NA,0.51,NA,"O","57","HAUSKIN CREEK O"
"1919",1964,12,"HAUSKIN CREEK",NA,NA,NA,0.57,NA,"E","58","HAUSKIN CREEK E"
"1920",1965,12,"HAUSKIN CREEK",NA,NA,NA,0.38,NA,"O","57","HAUSKIN CREEK O"
"1921",1966,12,"HAUSKIN CREEK",NA,NA,258.620689655172,0.72,NA,"E","58","HAUSKIN CREEK E"
"1922",1967,12,"HAUSKIN CREEK",NA,NA,NA,0.66,NA,"O","57","HAUSKIN CREEK O"
"1923",1968,12,"HAUSKIN CREEK",75,258.620689655172,75.7575757575758,0.71,0.0100503358535015,"E","58","HAUSKIN CREEK E"
"1924",1969,12,"HAUSKIN CREEK",NA,NA,NA,0.33,NA,"O","57","HAUSKIN CREEK O"
"1925",1970,12,"HAUSKIN CREEK",25,75.7575757575758,NA,0.67,NA,"E","58","HAUSKIN CREEK E"
"1926",1971,12,"HAUSKIN CREEK",NA,NA,NA,0.39,NA,"O","57","HAUSKIN CREEK O"
"1927",1972,12,"HAUSKIN CREEK",NA,NA,232.558139534884,0.51,NA,"E","58","HAUSKIN CREEK E"
"1928",1973,12,"HAUSKIN CREEK",NA,NA,NA,0.45,NA,"O","57","HAUSKIN CREEK O"
"1929",1974,12,"HAUSKIN CREEK",100,232.558139534884,NA,0.57,NA,"E","58","HAUSKIN CREEK E"
"1930",1975,12,"HAUSKIN CREEK",NA,NA,NA,0.3,NA,"O","57","HAUSKIN CREEK O"
"1931",1976,12,"HAUSKIN CREEK",NA,NA,NA,0.69,NA,"E","58","HAUSKIN CREEK E"
"1932",1977,12,"HAUSKIN CREEK",NA,NA,NA,0.59,NA,"O","57","HAUSKIN CREEK O"
"1933",1978,12,"HAUSKIN CREEK",NA,NA,7.27272727272727,0.54,NA,"E","58","HAUSKIN CREEK E"
"1934",1979,12,"HAUSKIN CREEK",NA,NA,NA,0.57,NA,"O","57","HAUSKIN CREEK O"
"1935",1980,12,"HAUSKIN CREEK",4,7.27272727272727,NA,0.45,NA,"E","58","HAUSKIN CREEK E"
"1936",1981,12,"HAUSKIN CREEK",NA,NA,NA,0.42,NA,"O","57","HAUSKIN CREEK O"
"1937",1982,12,"HAUSKIN CREEK",NA,NA,NA,0.25,NA,"E","58","HAUSKIN CREEK E"
"1938",1983,12,"HAUSKIN CREEK",NA,NA,40,0.43,NA,"O","57","HAUSKIN CREEK O"
"1939",1984,12,"HAUSKIN CREEK",NA,NA,NA,0.38,NA,"E","58","HAUSKIN CREEK E"
"1940",1985,12,"HAUSKIN CREEK",20,40,NA,0.5,NA,"O","57","HAUSKIN CREEK O"
"1941",1986,12,"HAUSKIN CREEK",NA,NA,NA,0.26,NA,"E","58","HAUSKIN CREEK E"
"1942",1987,12,"HAUSKIN CREEK",NA,NA,NA,0.44,NA,"O","57","HAUSKIN CREEK O"
"1943",1988,12,"HAUSKIN CREEK",NA,NA,112.359550561798,0.26,NA,"E","58","HAUSKIN CREEK E"
"1944",1989,12,"HAUSKIN CREEK",NA,NA,NA,0.68,NA,"O","57","HAUSKIN CREEK O"
"1945",1990,12,"HAUSKIN CREEK",100,112.359550561798,NA,0.11,NA,"E","58","HAUSKIN CREEK E"
"1946",1991,12,"HAUSKIN CREEK",NA,NA,NA,0.48,NA,"O","57","HAUSKIN CREEK O"
"1947",1992,12,"HAUSKIN CREEK",NA,NA,NA,0.27,NA,"E","58","HAUSKIN CREEK E"
"1948",1993,12,"HAUSKIN CREEK",NA,NA,NA,0.46,NA,"O","57","HAUSKIN CREEK O"
"1949",1994,12,"HAUSKIN CREEK",NA,NA,NA,0.14,NA,"E","58","HAUSKIN CREEK E"
"1950",1995,12,"HAUSKIN CREEK",NA,NA,NA,0.46,NA,"O","57","HAUSKIN CREEK O"
"1951",1996,12,"HAUSKIN CREEK",NA,NA,NA,0.03,NA,"E","58","HAUSKIN CREEK E"
"1952",1997,12,"HAUSKIN CREEK",NA,NA,NA,0.35,NA,"O","57","HAUSKIN CREEK O"
"1953",1998,12,"HAUSKIN CREEK",NA,NA,NA,0.05,NA,"E","58","HAUSKIN CREEK E"
"1954",1999,12,"HAUSKIN CREEK",NA,NA,NA,0.01,NA,"O","57","HAUSKIN CREEK O"
"1955",2000,12,"HAUSKIN CREEK",NA,NA,NA,0.09,NA,"E","58","HAUSKIN CREEK E"
"1956",2001,12,"HAUSKIN CREEK",NA,NA,NA,0.07,NA,"O","57","HAUSKIN CREEK O"
"1957",2002,12,"HAUSKIN CREEK",NA,NA,NA,0.12,NA,"E","58","HAUSKIN CREEK E"
"1958",2003,12,"HAUSKIN CREEK",NA,NA,NA,0.21,NA,"O","57","HAUSKIN CREEK O"
"1959",2004,12,"HAUSKIN CREEK",NA,NA,NA,0.06,NA,"E","58","HAUSKIN CREEK E"
"1960",2005,12,"HAUSKIN CREEK",NA,NA,NA,0.05,NA,"O","57","HAUSKIN CREEK O"
"1961",2006,12,"HAUSKIN CREEK",NA,NA,NA,0.08,NA,"E","58","HAUSKIN CREEK E"
"1962",2007,12,"HAUSKIN CREEK",NA,NA,NA,0.02,NA,"O","57","HAUSKIN CREEK O"
"1963",2008,12,"HAUSKIN CREEK",NA,NA,NA,0.03,NA,"E","58","HAUSKIN CREEK E"
"1964",2009,12,"HAUSKIN CREEK",NA,NA,NA,0.06,NA,"O","57","HAUSKIN CREEK O"
"1965",2010,12,"HAUSKIN CREEK",NA,NA,NA,0.11,NA,"E","58","HAUSKIN CREEK E"
"1966",2011,12,"HAUSKIN CREEK",NA,NA,NA,0.32,NA,"O","57","HAUSKIN CREEK O"
"1967",2012,12,"HAUSKIN CREEK",NA,NA,NA,0.01,NA,"E","58","HAUSKIN CREEK E"
"1968",2013,12,"HAUSKIN CREEK",NA,NA,NA,0.07,NA,"O","57","HAUSKIN CREEK O"
"1969",2014,12,"HAUSKIN CREEK",NA,NA,NA,0.09,NA,"E","58","HAUSKIN CREEK E"
"1970",2015,12,"HAUSKIN CREEK",NA,NA,NA,0.01,NA,"O","57","HAUSKIN CREEK O"
"1971",2016,12,"HAUSKIN CREEK",NA,NA,NA,0.01,NA,"E","58","HAUSKIN CREEK E"
"1972",2017,12,"HAUSKIN CREEK",NA,NA,NA,NA,NA,"O","57","HAUSKIN CREEK O"
"1973",1950,12,"HEALTH LAGOON CREEK",NA,NA,NA,NA,NA,"E","60","HEALTH LAGOON CREEK E"
"1974",1951,12,"HEALTH LAGOON CREEK",NA,NA,NA,NA,NA,"O","59","HEALTH LAGOON CREEK O"
"1975",1952,12,"HEALTH LAGOON CREEK",NA,NA,NA,NA,NA,"E","60","HEALTH LAGOON CREEK E"
"1976",1953,12,"HEALTH LAGOON CREEK",NA,NA,NA,NA,NA,"O","59","HEALTH LAGOON CREEK O"
"1977",1954,12,"HEALTH LAGOON CREEK",NA,NA,NA,0.28,NA,"E","60","HEALTH LAGOON CREEK E"
"1978",1955,12,"HEALTH LAGOON CREEK",NA,NA,NA,NA,NA,"O","59","HEALTH LAGOON CREEK O"
"1979",1956,12,"HEALTH LAGOON CREEK",NA,NA,NA,0.55,NA,"E","60","HEALTH LAGOON CREEK E"
"1980",1957,12,"HEALTH LAGOON CREEK",NA,NA,NA,NA,NA,"O","59","HEALTH LAGOON CREEK O"
"1981",1958,12,"HEALTH LAGOON CREEK",NA,NA,NA,0.62,NA,"E","60","HEALTH LAGOON CREEK E"
"1982",1959,12,"HEALTH LAGOON CREEK",NA,NA,NA,0.58,NA,"O","59","HEALTH LAGOON CREEK O"
"1983",1960,12,"HEALTH LAGOON CREEK",NA,NA,NA,0.59,NA,"E","60","HEALTH LAGOON CREEK E"
"1984",1961,12,"HEALTH LAGOON CREEK",NA,NA,NA,0.6,NA,"O","59","HEALTH LAGOON CREEK O"
"1985",1962,12,"HEALTH LAGOON CREEK",NA,NA,NA,0.51,NA,"E","60","HEALTH LAGOON CREEK E"
"1986",1963,12,"HEALTH LAGOON CREEK",NA,NA,NA,0.51,NA,"O","59","HEALTH LAGOON CREEK O"
"1987",1964,12,"HEALTH LAGOON CREEK",NA,NA,89.2857142857143,0.57,NA,"E","60","HEALTH LAGOON CREEK E"
"1988",1965,12,"HEALTH LAGOON CREEK",NA,NA,73.5294117647059,0.38,NA,"O","59","HEALTH LAGOON CREEK O"
"1989",1966,12,"HEALTH LAGOON CREEK",25,89.2857142857143,NA,0.72,NA,"E","60","HEALTH LAGOON CREEK E"
"1990",1967,12,"HEALTH LAGOON CREEK",25,73.5294117647059,NA,0.66,NA,"O","59","HEALTH LAGOON CREEK O"
"1991",1968,12,"HEALTH LAGOON CREEK",NA,NA,606.060606060606,0.71,NA,"E","60","HEALTH LAGOON CREEK E"
"1992",1969,12,"HEALTH LAGOON CREEK",NA,NA,NA,0.33,NA,"O","59","HEALTH LAGOON CREEK O"
"1993",1970,12,"HEALTH LAGOON CREEK",200,606.060606060606,NA,0.67,NA,"E","60","HEALTH LAGOON CREEK E"
"1994",1971,12,"HEALTH LAGOON CREEK",NA,NA,136.363636363636,0.39,NA,"O","59","HEALTH LAGOON CREEK O"
"1995",1972,12,"HEALTH LAGOON CREEK",NA,NA,NA,0.51,NA,"E","60","HEALTH LAGOON CREEK E"
"1996",1973,12,"HEALTH LAGOON CREEK",75,136.363636363636,NA,0.45,NA,"O","59","HEALTH LAGOON CREEK O"
"1997",1974,12,"HEALTH LAGOON CREEK",NA,NA,NA,0.57,NA,"E","60","HEALTH LAGOON CREEK E"
"1998",1975,12,"HEALTH LAGOON CREEK",NA,NA,NA,0.3,NA,"O","59","HEALTH LAGOON CREEK O"
"1999",1976,12,"HEALTH LAGOON CREEK",NA,NA,NA,0.69,NA,"E","60","HEALTH LAGOON CREEK E"
"2000",1977,12,"HEALTH LAGOON CREEK",NA,NA,NA,0.59,NA,"O","59","HEALTH LAGOON CREEK O"
"2001",1978,12,"HEALTH LAGOON CREEK",NA,NA,NA,0.54,NA,"E","60","HEALTH LAGOON CREEK E"
"2002",1979,12,"HEALTH LAGOON CREEK",NA,NA,NA,0.57,NA,"O","59","HEALTH LAGOON CREEK O"
"2003",1980,12,"HEALTH LAGOON CREEK",NA,NA,NA,0.45,NA,"E","60","HEALTH LAGOON CREEK E"
"2004",1981,12,"HEALTH LAGOON CREEK",NA,NA,NA,0.42,NA,"O","59","HEALTH LAGOON CREEK O"
"2005",1982,12,"HEALTH LAGOON CREEK",NA,NA,NA,0.25,NA,"E","60","HEALTH LAGOON CREEK E"
"2006",1983,12,"HEALTH LAGOON CREEK",NA,NA,NA,0.43,NA,"O","59","HEALTH LAGOON CREEK O"
"2007",1984,12,"HEALTH LAGOON CREEK",NA,NA,NA,0.38,NA,"E","60","HEALTH LAGOON CREEK E"
"2008",1985,12,"HEALTH LAGOON CREEK",NA,NA,NA,0.5,NA,"O","59","HEALTH LAGOON CREEK O"
"2009",1986,12,"HEALTH LAGOON CREEK",NA,NA,NA,0.26,NA,"E","60","HEALTH LAGOON CREEK E"
"2010",1987,12,"HEALTH LAGOON CREEK",NA,NA,NA,0.44,NA,"O","59","HEALTH LAGOON CREEK O"
"2011",1988,12,"HEALTH LAGOON CREEK",NA,NA,NA,0.26,NA,"E","60","HEALTH LAGOON CREEK E"
"2012",1989,12,"HEALTH LAGOON CREEK",NA,NA,NA,0.68,NA,"O","59","HEALTH LAGOON CREEK O"
"2013",1990,12,"HEALTH LAGOON CREEK",NA,NA,NA,0.11,NA,"E","60","HEALTH LAGOON CREEK E"
"2014",1991,12,"HEALTH LAGOON CREEK",NA,NA,NA,0.48,NA,"O","59","HEALTH LAGOON CREEK O"
"2015",1992,12,"HEALTH LAGOON CREEK",NA,NA,NA,0.27,NA,"E","60","HEALTH LAGOON CREEK E"
"2016",1993,12,"HEALTH LAGOON CREEK",NA,NA,NA,0.46,NA,"O","59","HEALTH LAGOON CREEK O"
"2017",1994,12,"HEALTH LAGOON CREEK",NA,NA,NA,0.14,NA,"E","60","HEALTH LAGOON CREEK E"
"2018",1995,12,"HEALTH LAGOON CREEK",NA,NA,NA,0.46,NA,"O","59","HEALTH LAGOON CREEK O"
"2019",1996,12,"HEALTH LAGOON CREEK",NA,NA,NA,0.03,NA,"E","60","HEALTH LAGOON CREEK E"
"2020",1997,12,"HEALTH LAGOON CREEK",NA,NA,NA,0.35,NA,"O","59","HEALTH LAGOON CREEK O"
"2021",1998,12,"HEALTH LAGOON CREEK",NA,NA,NA,0.05,NA,"E","60","HEALTH LAGOON CREEK E"
"2022",1999,12,"HEALTH LAGOON CREEK",NA,NA,NA,0.01,NA,"O","59","HEALTH LAGOON CREEK O"
"2023",2000,12,"HEALTH LAGOON CREEK",NA,NA,NA,0.09,NA,"E","60","HEALTH LAGOON CREEK E"
"2024",2001,12,"HEALTH LAGOON CREEK",NA,NA,NA,0.07,NA,"O","59","HEALTH LAGOON CREEK O"
"2025",2002,12,"HEALTH LAGOON CREEK",NA,NA,NA,0.12,NA,"E","60","HEALTH LAGOON CREEK E"
"2026",2003,12,"HEALTH LAGOON CREEK",NA,NA,NA,0.21,NA,"O","59","HEALTH LAGOON CREEK O"
"2027",2004,12,"HEALTH LAGOON CREEK",NA,NA,NA,0.06,NA,"E","60","HEALTH LAGOON CREEK E"
"2028",2005,12,"HEALTH LAGOON CREEK",NA,NA,NA,0.05,NA,"O","59","HEALTH LAGOON CREEK O"
"2029",2006,12,"HEALTH LAGOON CREEK",NA,NA,NA,0.08,NA,"E","60","HEALTH LAGOON CREEK E"
"2030",2007,12,"HEALTH LAGOON CREEK",NA,NA,NA,0.02,NA,"O","59","HEALTH LAGOON CREEK O"
"2031",2008,12,"HEALTH LAGOON CREEK",NA,NA,NA,0.03,NA,"E","60","HEALTH LAGOON CREEK E"
"2032",2009,12,"HEALTH LAGOON CREEK",NA,NA,NA,0.06,NA,"O","59","HEALTH LAGOON CREEK O"
"2033",2010,12,"HEALTH LAGOON CREEK",NA,NA,NA,0.11,NA,"E","60","HEALTH LAGOON CREEK E"
"2034",2011,12,"HEALTH LAGOON CREEK",NA,NA,NA,0.32,NA,"O","59","HEALTH LAGOON CREEK O"
"2035",2012,12,"HEALTH LAGOON CREEK",NA,NA,NA,0.01,NA,"E","60","HEALTH LAGOON CREEK E"
"2036",2013,12,"HEALTH LAGOON CREEK",NA,NA,NA,0.07,NA,"O","59","HEALTH LAGOON CREEK O"
"2037",2014,12,"HEALTH LAGOON CREEK",NA,NA,NA,0.09,NA,"E","60","HEALTH LAGOON CREEK E"
"2038",2015,12,"HEALTH LAGOON CREEK",NA,NA,NA,0.01,NA,"O","59","HEALTH LAGOON CREEK O"
"2039",2016,12,"HEALTH LAGOON CREEK",NA,NA,NA,0.01,NA,"E","60","HEALTH LAGOON CREEK E"
"2040",2017,12,"HEALTH LAGOON CREEK",NA,NA,NA,NA,NA,"O","59","HEALTH LAGOON CREEK O"
"2041",1950,12,"HOEYA SOUND CREEK",25,NA,NA,NA,NA,"E","62","HOEYA SOUND CREEK E"
"2042",1951,12,"HOEYA SOUND CREEK",750,NA,NA,NA,NA,"O","61","HOEYA SOUND CREEK O"
"2043",1952,12,"HOEYA SOUND CREEK",750,NA,10416.6666666667,NA,2.63108915996608,"E","62","HOEYA SOUND CREEK E"
"2044",1953,12,"HOEYA SOUND CREEK",400,NA,NA,NA,NA,"O","61","HOEYA SOUND CREEK O"
"2045",1954,12,"HOEYA SOUND CREEK",7500,10416.6666666667,33333.3333333333,0.28,1.49165487677772,"E","62","HOEYA SOUND CREEK E"
"2046",1955,12,"HOEYA SOUND CREEK",3500,NA,NA,NA,NA,"O","61","HOEYA SOUND CREEK O"
"2047",1956,12,"HOEYA SOUND CREEK",15000,33333.3333333333,19736.8421052632,0.55,0.27443684570176,"E","62","HOEYA SOUND CREEK E"
"2048",1957,12,"HOEYA SOUND CREEK",750,NA,3571.42857142857,NA,1.56064774826467,"O","61","HOEYA SOUND CREEK O"
"2049",1958,12,"HOEYA SOUND CREEK",7500,19736.8421052632,3658.53658536585,0.62,-0.717839793150317,"E","62","HOEYA SOUND CREEK E"
"2050",1959,12,"HOEYA SOUND CREEK",1500,3571.42857142857,1000,0.58,-0.405465108108164,"O","61","HOEYA SOUND CREEK O"
"2051",1960,12,"HOEYA SOUND CREEK",1500,3658.53658536585,15306.1224489796,0.59,2.32278780031156,"E","62","HOEYA SOUND CREEK E"
"2052",1961,12,"HOEYA SOUND CREEK",400,1000,816.326530612245,0.6,0.713349887877465,"O","61","HOEYA SOUND CREEK O"
"2053",1962,12,"HOEYA SOUND CREEK",7500,15306.1224489796,17441.8604651163,0.51,0.843970070294529,"E","62","HOEYA SOUND CREEK E"
"2054",1963,12,"HOEYA SOUND CREEK",400,816.326530612245,40.3225806451613,0.51,-2.29455292129678,"O","61","HOEYA SOUND CREEK O"
"2055",1964,12,"HOEYA SOUND CREEK",7500,17441.8604651163,26785.7142857143,0.57,1.27296567581289,"E","62","HOEYA SOUND CREEK E"
"2056",1965,12,"HOEYA SOUND CREEK",25,40.3225806451613,73.5294117647059,0.38,1.07880966137193,"O","61","HOEYA SOUND CREEK O"
"2057",1966,12,"HOEYA SOUND CREEK",7500,26785.7142857143,12068.9655172414,0.72,0.47573430395472,"E","62","HOEYA SOUND CREEK E"
"2058",1967,12,"HOEYA SOUND CREEK",25,73.5294117647059,37.3134328358209,0.66,0.400477566597125,"O","61","HOEYA SOUND CREEK O"
"2059",1968,12,"HOEYA SOUND CREEK",3500,12068.9655172414,1212.12121212121,0.71,-1.06039107584791,"E","62","HOEYA SOUND CREEK E"
"2060",1969,12,"HOEYA SOUND CREEK",25,37.3134328358209,1229.50819672131,0.33,3.89549370347694,"O","61","HOEYA SOUND CREEK O"
"2061",1970,12,"HOEYA SOUND CREEK",400,1212.12121212121,1530.61224489796,0.67,1.34195854729984,"E","62","HOEYA SOUND CREEK E"
"2062",1971,12,"HOEYA SOUND CREEK",750,1229.50819672131,2727.27272727273,0.39,1.29098418131557,"O","61","HOEYA SOUND CREEK O"
"2063",1972,12,"HOEYA SOUND CREEK",750,1530.61224489796,4651.16279069767,0.51,1.82479932330626,"E","62","HOEYA SOUND CREEK E"
"2064",1973,12,"HOEYA SOUND CREEK",1500,2727.27272727273,10714.2857142857,0.45,1.96611285637283,"O","61","HOEYA SOUND CREEK O"
"2065",1974,12,"HOEYA SOUND CREEK",2000,4651.16279069767,19354.8387096774,0.57,2.26979527017105,"E","62","HOEYA SOUND CREEK E"
"2066",1975,12,"HOEYA SOUND CREEK",7500,10714.2857142857,2439.0243902439,0.3,-1.12330490125848,"O","61","HOEYA SOUND CREEK O"
"2067",1976,12,"HOEYA SOUND CREEK",6000,19354.8387096774,4347.82608695652,0.69,-0.322083499169113,"E","62","HOEYA SOUND CREEK E"
"2068",1977,12,"HOEYA SOUND CREEK",1000,2439.0243902439,581.395348837209,0.59,-0.542324290825362,"O","61","HOEYA SOUND CREEK O"
"2069",1978,12,"HOEYA SOUND CREEK",2000,4347.82608695652,1363.63636363636,0.54,-0.382992252256106,"E","62","HOEYA SOUND CREEK E"
"2070",1979,12,"HOEYA SOUND CREEK",250,581.395348837209,1379.31034482759,0.57,1.70787798524735,"O","61","HOEYA SOUND CREEK O"
"2071",1980,12,"HOEYA SOUND CREEK",750,1363.63636363636,4666.66666666667,0.45,1.82812711339893,"E","62","HOEYA SOUND CREEK E"
"2072",1981,12,"HOEYA SOUND CREEK",800,1379.31034482759,3859.64912280702,0.42,1.57371982983202,"O","61","HOEYA SOUND CREEK O"
"2073",1982,12,"HOEYA SOUND CREEK",3500,4666.66666666667,564.516129032258,0.25,-1.82454929205105,"E","62","HOEYA SOUND CREEK E"
"2074",1983,12,"HOEYA SOUND CREEK",2200,3859.64912280702,400,0.43,-1.70474809223843,"O","61","HOEYA SOUND CREEK O"
