"","Yr","Area","River","Spawners","Returns","Recruits","Expl","Survival"
"2006",1983,12,"HEALTH LAGOON CREEK",NA,NA,NA,0.866057834110302,NA
"2007",1984,12,"HEALTH LAGOON CREEK",NA,NA,NA,0.775693911882616,NA
"2008",1985,12,"HEALTH LAGOON CREEK",NA,NA,NA,0.804617873469269,NA
"2009",1986,12,"HEALTH LAGOON CREEK",NA,NA,NA,0.736636297568,NA
"2010",1987,12,"HEALTH LAGOON CREEK",NA,NA,NA,0.620278215303934,NA
"2011",1988,12,"HEALTH LAGOON CREEK",NA,NA,NA,0.662968422357177,NA
"2012",1989,12,"HEALTH LAGOON CREEK",NA,NA,NA,0.758563000132309,NA
"2013",1990,12,"HEALTH LAGOON CREEK",NA,NA,NA,0.551771761004763,NA
"2014",1991,12,"HEALTH LAGOON CREEK",NA,NA,NA,0.610236891943533,NA
"2015",1992,12,"HEALTH LAGOON CREEK",NA,NA,NA,0.846200576578609,NA
"2016",1993,12,"HEALTH LAGOON CREEK",NA,NA,NA,0.870616228783584,NA
"2017",1994,12,"HEALTH LAGOON CREEK",NA,NA,NA,0.688336172661556,NA
"2018",1995,12,"HEALTH LAGOON CREEK",NA,NA,NA,0.41545900740463,NA
"2019",1996,12,"HEALTH LAGOON CREEK",NA,NA,NA,0.154973827940401,NA
"2020",1997,12,"HEALTH LAGOON CREEK",NA,NA,104.228975157455,0.272777956656083,NA
"2021",1998,12,"HEALTH LAGOON CREEK",NA,NA,NA,0.000583078137170725,NA
"2022",1999,12,"HEALTH LAGOON CREEK",NA,NA,NA,0.00581807086852831,NA
"2023",2000,12,"HEALTH LAGOON CREEK",100,104.228975157455,NA,0.000108918915671366,NA
"2024",2001,12,"HEALTH LAGOON CREEK",NA,NA,NA,6.58172515066211e-05,NA
"2025",2002,12,"HEALTH LAGOON CREEK",NA,NA,NA,0.000110894640181671,NA
"2026",2003,12,"HEALTH LAGOON CREEK",NA,NA,NA,0,NA
"2027",2004,12,"HEALTH LAGOON CREEK",NA,NA,NA,8.1251212286391e-05,NA
"2028",2005,12,"HEALTH LAGOON CREEK",NA,NA,NA,0.00158566847902736,NA
"2029",2006,12,"HEALTH LAGOON CREEK",NA,NA,NA,5.56360213756606e-05,NA
"2030",2007,12,"HEALTH LAGOON CREEK",NA,NA,NA,0,NA
"2031",2008,12,"HEALTH LAGOON CREEK",NA,NA,NA,2.769197939731e-05,NA
"2032",2009,12,"HEALTH LAGOON CREEK",NA,NA,NA,5.19287752240718e-05,NA
"2033",2010,12,"HEALTH LAGOON CREEK",NA,NA,NA,0.00888074071042353,NA
"2034",2011,12,"HEALTH LAGOON CREEK",NA,NA,NA,0.0142797614832157,NA
"2035",2012,12,"HEALTH LAGOON CREEK",NA,NA,NA,7.68815624118097e-05,NA
"2036",2013,12,"HEALTH LAGOON CREEK",NA,NA,NA,0.0164482623776054,NA
"2037",2014,12,"HEALTH LAGOON CREEK",NA,NA,NA,0.0114891151557245,NA
"2038",2015,12,"HEALTH LAGOON CREEK",NA,NA,NA,0.0135595098287899,NA
"2039",2016,12,"HEALTH LAGOON CREEK",NA,NA,NA,0.00202795595384339,NA
"2040",2017,12,"HEALTH LAGOON CREEK",NA,NA,NA,0.00376400621171083,NA
"2041",1950,12,"HOEYA SOUND CREEK",NA,NA,NA,NA,NA
"2042",1951,12,"HOEYA SOUND CREEK",NA,NA,NA,NA,NA
"2043",1952,12,"HOEYA SOUND CREEK",75,NA,NA,NA,NA
"2044",1953,12,"HOEYA SOUND CREEK",200,NA,NA,NA,NA
"2045",1954,12,"HOEYA SOUND CREEK",400,NA,NA,NA,NA
"2046",1955,12,"HOEYA SOUND CREEK",400,NA,NA,NA,NA
"2047",1956,12,"HOEYA SOUND CREEK",400,NA,NA,NA,NA
"2048",1957,12,"HOEYA SOUND CREEK",750,NA,NA,NA,NA
"2049",1958,12,"HOEYA SOUND CREEK",750,NA,NA,NA,NA
"2050",1959,12,"HOEYA SOUND CREEK",400,NA,NA,NA,NA
"2051",1960,12,"HOEYA SOUND CREEK",200,NA,NA,NA,NA
"2052",1961,12,"HOEYA SOUND CREEK",25,NA,NA,NA,NA
"2053",1962,12,"HOEYA SOUND CREEK",75,NA,NA,NA,NA
"2054",1963,12,"HOEYA SOUND CREEK",75,NA,NA,NA,NA
"2055",1964,12,"HOEYA SOUND CREEK",NA,NA,NA,NA,NA
"2056",1965,12,"HOEYA SOUND CREEK",NA,NA,NA,NA,NA
"2057",1966,12,"HOEYA SOUND CREEK",NA,NA,NA,NA,NA
"2058",1967,12,"HOEYA SOUND CREEK",NA,NA,NA,NA,NA
"2059",1968,12,"HOEYA SOUND CREEK",NA,NA,NA,NA,NA
"2060",1969,12,"HOEYA SOUND CREEK",NA,NA,NA,NA,NA
"2061",1970,12,"HOEYA SOUND CREEK",NA,NA,NA,NA,NA
"2062",1971,12,"HOEYA SOUND CREEK",NA,NA,NA,NA,NA
"2063",1972,12,"HOEYA SOUND CREEK",NA,NA,NA,NA,NA
"2064",1973,12,"HOEYA SOUND CREEK",NA,NA,NA,NA,NA
"2065",1974,12,"HOEYA SOUND CREEK",NA,NA,NA,NA,NA
"2066",1975,12,"HOEYA SOUND CREEK",NA,NA,NA,NA,NA
"2067",1976,12,"HOEYA SOUND CREEK",NA,NA,NA,NA,NA
"2068",1977,12,"HOEYA SOUND CREEK",NA,NA,NA,NA,NA
"2069",1978,12,"HOEYA SOUND CREEK",NA,NA,NA,NA,NA
"2070",1979,12,"HOEYA SOUND CREEK",NA,NA,NA,NA,NA
"2071",1980,12,"HOEYA SOUND CREEK",NA,NA,NA,NA,NA
"2072",1981,12,"HOEYA SOUND CREEK",NA,NA,NA,NA,NA
"2073",1982,12,"HOEYA SOUND CREEK",NA,NA,NA,NA,NA
"2074",1983,12,"HOEYA SOUND CREEK",NA,NA,NA,0.866057834110302,NA
"2075",1984,12,"HOEYA SOUND CREEK",NA,NA,NA,0.775693911882616,NA
"2076",1985,12,"HOEYA SOUND CREEK",NA,NA,NA,0.804617873469269,NA
"2077",1986,12,"HOEYA SOUND CREEK",NA,NA,NA,0.736636297568,NA
"2078",1987,12,"HOEYA SOUND CREEK",NA,NA,NA,0.620278215303934,NA
"2079",1988,12,"HOEYA SOUND CREEK",NA,NA,NA,0.662968422357177,NA
"2080",1989,12,"HOEYA SOUND CREEK",NA,NA,NA,0.758563000132309,NA
"2081",1990,12,"HOEYA SOUND CREEK",NA,NA,NA,0.551771761004763,NA
"2082",1991,12,"HOEYA SOUND CREEK",NA,NA,NA,0.610236891943533,NA
"2083",1992,12,"HOEYA SOUND CREEK",NA,NA,NA,0.846200576578609,NA
"2084",1993,12,"HOEYA SOUND CREEK",NA,NA,NA,0.870616228783584,NA
"2085",1994,12,"HOEYA SOUND CREEK",10,NA,NA,0.688336172661556,NA
"2086",1995,12,"HOEYA SOUND CREEK",10,NA,NA,0.41545900740463,NA
"2087",1996,12,"HOEYA SOUND CREEK",10,NA,NA,0.154973827940401,NA
"2088",1997,12,"HOEYA SOUND CREEK",NA,NA,15.6343462736182,0.272777956656083,NA
"2089",1998,12,"HOEYA SOUND CREEK",NA,NA,NA,0.000583078137170725,NA
"2090",1999,12,"HOEYA SOUND CREEK",NA,NA,NA,0.00581807086852831,NA
"2091",2000,12,"HOEYA SOUND CREEK",15,15.6343462736182,NA,0.000108918915671366,NA
"2092",2001,12,"HOEYA SOUND CREEK",NA,NA,NA,6.58172515066211e-05,NA
"2093",2002,12,"HOEYA SOUND CREEK",NA,NA,NA,0.000110894640181671,NA
"2094",2003,12,"HOEYA SOUND CREEK",NA,NA,NA,0,NA
"2095",2004,12,"HOEYA SOUND CREEK",NA,NA,NA,8.1251212286391e-05,NA
"2096",2005,12,"HOEYA SOUND CREEK",NA,NA,NA,0.00158566847902736,NA
"2097",2006,12,"HOEYA SOUND CREEK",NA,NA,NA,5.56360213756606e-05,NA
"2098",2007,12,"HOEYA SOUND CREEK",NA,NA,NA,0,NA
"2099",2008,12,"HOEYA SOUND CREEK",NA,NA,NA,2.769197939731e-05,NA
"2100",2009,12,"HOEYA SOUND CREEK",NA,NA,NA,5.19287752240718e-05,NA
"2101",2010,12,"HOEYA SOUND CREEK",NA,NA,1077.61816873785,0.00888074071042353,NA
"2102",2011,12,"HOEYA SOUND CREEK",NA,NA,NA,0.0142797614832157,NA
"2103",2012,12,"HOEYA SOUND CREEK",NA,NA,NA,7.68815624118097e-05,NA
"2104",2013,12,"HOEYA SOUND CREEK",1017,1077.61816873785,NA,0.0164482623776054,NA
"2105",2014,12,"HOEYA SOUND CREEK",NA,NA,NA,0.0114891151557245,NA
"2106",2015,12,"HOEYA SOUND CREEK",NA,NA,NA,0.0135595098287899,NA
"2107",2016,12,"HOEYA SOUND CREEK",NA,NA,NA,0.00202795595384339,NA
"2108",2017,12,"HOEYA SOUND CREEK",NA,NA,NA,0.00376400621171083,NA
"2109",1950,12,"HYCUND CREEK",NA,NA,NA,NA,NA
"2110",1951,12,"HYCUND CREEK",NA,NA,NA,NA,NA
"2111",1952,12,"HYCUND CREEK",NA,NA,NA,NA,NA
"2112",1953,12,"HYCUND CREEK",NA,NA,NA,NA,NA
"2113",1954,12,"HYCUND CREEK",NA,NA,NA,NA,NA
"2114",1955,12,"HYCUND CREEK",NA,NA,NA,NA,NA
"2115",1956,12,"HYCUND CREEK",NA,NA,NA,NA,NA
"2116",1957,12,"HYCUND CREEK",NA,NA,NA,NA,NA
"2117",1958,12,"HYCUND CREEK",NA,NA,NA,NA,NA
"2118",1959,12,"HYCUND CREEK",NA,NA,NA,NA,NA
"2119",1960,12,"HYCUND CREEK",NA,NA,NA,NA,NA
"2120",1961,12,"HYCUND CREEK",NA,NA,NA,NA,NA
"2121",1962,12,"HYCUND CREEK",NA,NA,NA,NA,NA
"2122",1963,12,"HYCUND CREEK",NA,NA,NA,NA,NA
"2123",1964,12,"HYCUND CREEK",NA,NA,NA,NA,NA
"2124",1965,12,"HYCUND CREEK",NA,NA,NA,NA,NA
"2125",1966,12,"HYCUND CREEK",NA,NA,NA,NA,NA
"2126",1967,12,"HYCUND CREEK",NA,NA,NA,NA,NA
"2127",1968,12,"HYCUND CREEK",NA,NA,NA,NA,NA
"2128",1969,12,"HYCUND CREEK",NA,NA,NA,NA,NA
"2129",1970,12,"HYCUND CREEK",NA,NA,NA,NA,NA
"2130",1971,12,"HYCUND CREEK",NA,NA,NA,NA,NA
"2131",1972,12,"HYCUND CREEK",NA,NA,NA,NA,NA
"2132",1973,12,"HYCUND CREEK",NA,NA,NA,NA,NA
"2133",1974,12,"HYCUND CREEK",NA,NA,NA,NA,NA
"2134",1975,12,"HYCUND CREEK",NA,NA,NA,NA,NA
"2135",1976,12,"HYCUND CREEK",NA,NA,NA,NA,NA
"2136",1977,12,"HYCUND CREEK",NA,NA,NA,NA,NA
"2137",1978,12,"HYCUND CREEK",NA,NA,NA,NA,NA
"2138",1979,12,"HYCUND CREEK",NA,NA,NA,NA,NA
"2139",1980,12,"HYCUND CREEK",NA,NA,NA,NA,NA
"2140",1981,12,"HYCUND CREEK",NA,NA,NA,NA,NA
"2141",1982,12,"HYCUND CREEK",NA,NA,NA,NA,NA
"2142",1983,12,"HYCUND CREEK",NA,NA,NA,0.866057834110302,NA
"2143",1984,12,"HYCUND CREEK",NA,NA,NA,0.775693911882616,NA
"2144",1985,12,"HYCUND CREEK",NA,NA,NA,0.804617873469269,NA
"2145",1986,12,"HYCUND CREEK",NA,NA,NA,0.736636297568,NA
"2146",1987,12,"HYCUND CREEK",NA,NA,NA,0.620278215303934,NA
"2147",1988,12,"HYCUND CREEK",NA,NA,NA,0.662968422357177,NA
"2148",1989,12,"HYCUND CREEK",NA,NA,NA,0.758563000132309,NA
"2149",1990,12,"HYCUND CREEK",NA,NA,NA,0.551771761004763,NA
"2150",1991,12,"HYCUND CREEK",NA,NA,NA,0.610236891943533,NA
"2151",1992,12,"HYCUND CREEK",NA,NA,NA,0.846200576578609,NA
"2152",1993,12,"HYCUND CREEK",NA,NA,NA,0.870616228783584,NA
"2153",1994,12,"HYCUND CREEK",NA,NA,NA,0.688336172661556,NA
"2154",1995,12,"HYCUND CREEK",NA,NA,NA,0.41545900740463,NA
"2155",1996,12,"HYCUND CREEK",NA,NA,NA,0.154973827940401,NA
"2156",1997,12,"HYCUND CREEK",NA,NA,NA,0.272777956656083,NA
"2157",1998,12,"HYCUND CREEK",NA,NA,NA,0.000583078137170725,NA
"2158",1999,12,"HYCUND CREEK",NA,NA,NA,0.00581807086852831,NA
"2159",2000,12,"HYCUND CREEK",NA,NA,NA,0.000108918915671366,NA
"2160",2001,12,"HYCUND CREEK",NA,NA,NA,6.58172515066211e-05,NA
"2161",2002,12,"HYCUND CREEK",NA,NA,NA,0.000110894640181671,NA
"2162",2003,12,"HYCUND CREEK",NA,NA,NA,0,NA
"2163",2004,12,"HYCUND CREEK",NA,NA,NA,8.1251212286391e-05,NA
"2164",2005,12,"HYCUND CREEK",NA,NA,NA,0.00158566847902736,NA
"2165",2006,12,"HYCUND CREEK",NA,NA,NA,5.56360213756606e-05,NA
"2166",2007,12,"HYCUND CREEK",NA,NA,NA,0,NA
"2167",2008,12,"HYCUND CREEK",NA,NA,NA,2.769197939731e-05,NA
"2168",2009,12,"HYCUND CREEK",NA,NA,NA,5.19287752240718e-05,NA
"2169",2010,12,"HYCUND CREEK",NA,NA,NA,0.00888074071042353,NA
"2170",2011,12,"HYCUND CREEK",NA,NA,NA,0.0142797614832157,NA
"2171",2012,12,"HYCUND CREEK",NA,NA,NA,7.68815624118097e-05,NA
"2172",2013,12,"HYCUND CREEK",NA,NA,NA,0.0164482623776054,NA
"2173",2014,12,"HYCUND CREEK",NA,NA,NA,0.0114891151557245,NA
"2174",2015,12,"HYCUND CREEK",NA,NA,NA,0.0135595098287899,NA
"2175",2016,12,"HYCUND CREEK",NA,NA,NA,0.00202795595384339,NA
"2176",2017,12,"HYCUND CREEK",NA,NA,NA,0.00376400621171083,NA
"2177",1950,12,"HYDE CREEK",750,NA,NA,NA,NA
"2178",1951,12,"HYDE CREEK",1500,NA,NA,NA,NA
"2179",1952,12,"HYDE CREEK",25,NA,NA,NA,NA
"2180",1953,12,"HYDE CREEK",25,NA,NA,NA,NA
"2181",1954,12,"HYDE CREEK",25,NA,NA,NA,NA
"2182",1955,12,"HYDE CREEK",25,NA,NA,NA,NA
"2183",1956,12,"HYDE CREEK",NA,NA,NA,NA,NA
"2184",1957,12,"HYDE CREEK",NA,NA,NA,NA,NA
"2185",1958,12,"HYDE CREEK",NA,NA,NA,NA,NA
"2186",1959,12,"HYDE CREEK",NA,NA,NA,NA,NA
"2187",1960,12,"HYDE CREEK",7,NA,NA,NA,NA
"2188",1961,12,"HYDE CREEK",NA,NA,NA,NA,NA
"2189",1962,12,"HYDE CREEK",NA,NA,NA,NA,NA
"2190",1963,12,"HYDE CREEK",NA,NA,NA,NA,NA
"2191",1964,12,"HYDE CREEK",NA,NA,NA,NA,NA
"2192",1965,12,"HYDE CREEK",NA,NA,NA,NA,NA
"2193",1966,12,"HYDE CREEK",400,NA,NA,NA,NA
"2194",1967,12,"HYDE CREEK",200,NA,NA,NA,NA
"2195",1968,12,"HYDE CREEK",25,NA,NA,NA,NA
"2196",1969,12,"HYDE CREEK",NA,NA,NA,NA,NA
"2197",1970,12,"HYDE CREEK",NA,NA,NA,NA,NA
"2198",1971,12,"HYDE CREEK",75,NA,NA,NA,NA
"2199",1972,12,"HYDE CREEK",400,NA,NA,NA,NA
"2200",1973,12,"HYDE CREEK",300,NA,NA,NA,NA
"2201",1974,12,"HYDE CREEK",400,NA,NA,NA,NA
"2202",1975,12,"HYDE CREEK",50,NA,NA,NA,NA
"2203",1976,12,"HYDE CREEK",200,NA,NA,NA,NA
"2204",1977,12,"HYDE CREEK",75,NA,NA,NA,NA
"2205",1978,12,"HYDE CREEK",NA,NA,NA,NA,NA
"2206",1979,12,"HYDE CREEK",NA,NA,NA,NA,NA
"2207",1980,12,"HYDE CREEK",NA,NA,NA,NA,NA
"2208",1981,12,"HYDE CREEK",NA,NA,NA,NA,NA
"2209",1982,12,"HYDE CREEK",NA,NA,NA,NA,NA
"2210",1983,12,"HYDE CREEK",NA,NA,NA,0.866057834110302,NA
"2211",1984,12,"HYDE CREEK",NA,NA,NA,0.775693911882616,NA
"2212",1985,12,"HYDE CREEK",NA,NA,NA,0.804617873469269,NA
"2213",1986,12,"HYDE CREEK",NA,NA,NA,0.736636297568,NA
"2214",1987,12,"HYDE CREEK",NA,NA,NA,0.620278215303934,NA
"2215",1988,12,"HYDE CREEK",NA,NA,NA,0.662968422357177,NA
"2216",1989,12,"HYDE CREEK",NA,NA,NA,0.758563000132309,NA
"2217",1990,12,"HYDE CREEK",NA,NA,NA,0.551771761004763,NA
"2218",1991,12,"HYDE CREEK",NA,NA,NA,0.610236891943533,NA
"2219",1992,12,"HYDE CREEK",NA,NA,NA,0.846200576578609,NA
"2220",1993,12,"HYDE CREEK",NA,NA,NA,0.870616228783584,NA
"2221",1994,12,"HYDE CREEK",NA,NA,NA,0.688336172661556,NA
"2222",1995,12,"HYDE CREEK",NA,NA,NA,0.41545900740463,NA
"2223",1996,12,"HYDE CREEK",75,NA,NA,0.154973827940401,NA
"2224",1997,12,"HYDE CREEK",NA,NA,NA,0.272777956656083,NA
"2225",1998,12,"HYDE CREEK",250,NA,NA,0.000583078137170725,NA
"2226",1999,12,"HYDE CREEK",NA,NA,104.229181108035,0.00581807086852831,NA
"2227",2000,12,"HYDE CREEK",NA,NA,208.435245300999,0.000108918915671366,NA
"2228",2001,12,"HYDE CREEK",NA,NA,521.130455733784,6.58172515066211e-05,NA
"2229",2002,12,"HYDE CREEK",100,104.229181108035,NA,0.000110894640181671,NA
"2230",2003,12,"HYDE CREEK",200,208.435245300999,NA,0,NA
"2231",2004,12,"HYDE CREEK",500,521.130455733784,NA,8.1251212286391e-05,NA
"2232",2005,12,"HYDE CREEK",NA,NA,NA,0.00158566847902736,NA
"2233",2006,12,"HYDE CREEK",NA,NA,NA,5.56360213756606e-05,NA
"2234",2007,12,"HYDE CREEK",NA,NA,NA,0,NA
"2235",2008,12,"HYDE CREEK",NA,NA,NA,2.769197939731e-05,NA
"2236",2009,12,"HYDE CREEK",NA,NA,NA,5.19287752240718e-05,NA
"2237",2010,12,"HYDE CREEK",NA,NA,NA,0.00888074071042353,NA
"2238",2011,12,"HYDE CREEK",NA,NA,NA,0.0142797614832157,NA
"2239",2012,12,"HYDE CREEK",NA,NA,NA,7.68815624118097e-05,NA
"2240",2013,12,"HYDE CREEK",NA,NA,NA,0.0164482623776054,NA
"2241",2014,12,"HYDE CREEK",NA,NA,NA,0.0114891151557245,NA
"2242",2015,12,"HYDE CREEK",NA,NA,NA,0.0135595098287899,NA
"2243",2016,12,"HYDE CREEK",NA,NA,NA,0.00202795595384339,NA
"2244",2017,12,"HYDE CREEK",NA,NA,NA,0.00376400621171083,NA
"2245",1950,12,"ICY RIVER",NA,NA,NA,NA,NA
"2246",1951,12,"ICY RIVER",NA,NA,NA,NA,NA
"2247",1952,12,"ICY RIVER",NA,NA,NA,NA,NA
"2248",1953,12,"ICY RIVER",NA,NA,NA,NA,NA
"2249",1954,12,"ICY RIVER",NA,NA,NA,NA,NA
"2250",1955,12,"ICY RIVER",NA,NA,NA,NA,NA
"2251",1956,12,"ICY RIVER",NA,NA,NA,NA,NA
"2252",1957,12,"ICY RIVER",NA,NA,NA,NA,NA
"2253",1958,12,"ICY RIVER",NA,NA,NA,NA,NA
"2254",1959,12,"ICY RIVER",NA,NA,NA,NA,NA
"2255",1960,12,"ICY RIVER",NA,NA,NA,NA,NA
"2256",1961,12,"ICY RIVER",NA,NA,NA,NA,NA
"2257",1962,12,"ICY RIVER",NA,NA,NA,NA,NA
"2258",1963,12,"ICY RIVER",NA,NA,NA,NA,NA
"2259",1964,12,"ICY RIVER",NA,NA,NA,NA,NA
"2260",1965,12,"ICY RIVER",NA,NA,NA,NA,NA
"2261",1966,12,"ICY RIVER",NA,NA,NA,NA,NA
"2262",1967,12,"ICY RIVER",NA,NA,NA,NA,NA
"2263",1968,12,"ICY RIVER",NA,NA,NA,NA,NA
"2264",1969,12,"ICY RIVER",NA,NA,NA,NA,NA
"2265",1970,12,"ICY RIVER",NA,NA,NA,NA,NA
"2266",1971,12,"ICY RIVER",NA,NA,NA,NA,NA
"2267",1972,12,"ICY RIVER",NA,NA,NA,NA,NA
"2268",1973,12,"ICY RIVER",NA,NA,NA,NA,NA
"2269",1974,12,"ICY RIVER",NA,NA,NA,NA,NA
"2270",1975,12,"ICY RIVER",NA,NA,NA,NA,NA
"2271",1976,12,"ICY RIVER",NA,NA,NA,NA,NA
"2272",1977,12,"ICY RIVER",NA,NA,NA,NA,NA
"2273",1978,12,"ICY RIVER",NA,NA,NA,NA,NA
"2274",1979,12,"ICY RIVER",NA,NA,NA,NA,NA
"2275",1980,12,"ICY RIVER",NA,NA,NA,NA,NA
"2276",1981,12,"ICY RIVER",NA,NA,NA,NA,NA
"2277",1982,12,"ICY RIVER",NA,NA,NA,NA,NA
"2278",1983,12,"ICY RIVER",NA,NA,NA,0.866057834110302,NA
"2279",1984,12,"ICY RIVER",NA,NA,NA,0.775693911882616,NA
"2280",1985,12,"ICY RIVER",NA,NA,NA,0.804617873469269,NA
"2281",1986,12,"ICY RIVER",NA,NA,NA,0.736636297568,NA
"2282",1987,12,"ICY RIVER",NA,NA,NA,0.620278215303934,NA
"2283",1988,12,"ICY RIVER",NA,NA,NA,0.662968422357177,NA
"2284",1989,12,"ICY RIVER",NA,NA,NA,0.758563000132309,NA
"2285",1990,12,"ICY RIVER",NA,NA,NA,0.551771761004763,NA
"2286",1991,12,"ICY RIVER",NA,NA,NA,0.610236891943533,NA
"2287",1992,12,"ICY RIVER",NA,NA,NA,0.846200576578609,NA
"2288",1993,12,"ICY RIVER",NA,NA,NA,0.870616228783584,NA
"2289",1994,12,"ICY RIVER",NA,NA,NA,0.688336172661556,NA
"2290",1995,12,"ICY RIVER",NA,NA,NA,0.41545900740463,NA
"2291",1996,12,"ICY RIVER",NA,NA,NA,0.154973827940401,NA
"2292",1997,12,"ICY RIVER",NA,NA,NA,0.272777956656083,NA
"2293",1998,12,"ICY RIVER",NA,NA,NA,0.000583078137170725,NA
"2294",1999,12,"ICY RIVER",NA,NA,NA,0.00581807086852831,NA
"2295",2000,12,"ICY RIVER",NA,NA,NA,0.000108918915671366,NA
"2296",2001,12,"ICY RIVER",NA,NA,NA,6.58172515066211e-05,NA
"2297",2002,12,"ICY RIVER",NA,NA,NA,0.000110894640181671,NA
"2298",2003,12,"ICY RIVER",NA,NA,NA,0,NA
"2299",2004,12,"ICY RIVER",NA,NA,NA,8.1251212286391e-05,NA
"2300",2005,12,"ICY RIVER",NA,NA,NA,0.00158566847902736,NA
"2301",2006,12,"ICY RIVER",NA,NA,NA,5.56360213756606e-05,NA
"2302",2007,12,"ICY RIVER",NA,NA,NA,0,NA
"2303",2008,12,"ICY RIVER",NA,NA,NA,2.769197939731e-05,NA
"2304",2009,12,"ICY RIVER",NA,NA,NA,5.19287752240718e-05,NA
"2305",2010,12,"ICY RIVER",NA,NA,NA,0.00888074071042353,NA
"2306",2011,12,"ICY RIVER",NA,NA,NA,0.0142797614832157,NA
"2307",2012,12,"ICY RIVER",NA,NA,NA,7.68815624118097e-05,NA
"2308",2013,12,"ICY RIVER",NA,NA,NA,0.0164482623776054,NA
"2309",2014,12,"ICY RIVER",NA,NA,NA,0.0114891151557245,NA
"2310",2015,12,"ICY RIVER",NA,NA,NA,0.0135595098287899,NA
"2311",2016,12,"ICY RIVER",NA,NA,NA,0.00202795595384339,NA
"2312",2017,12,"ICY RIVER",NA,NA,NA,0.00376400621171083,NA
"2313",1950,12,"JENNIS BAY CREEK",NA,NA,NA,NA,NA
"2314",1951,12,"JENNIS BAY CREEK",NA,NA,NA,NA,NA
"2315",1952,12,"JENNIS BAY CREEK",NA,NA,NA,NA,NA
"2316",1953,12,"JENNIS BAY CREEK",1500,NA,NA,NA,NA
"2317",1954,12,"JENNIS BAY CREEK",400,NA,NA,NA,NA
"2318",1955,12,"JENNIS BAY CREEK",75,NA,NA,NA,NA
"2319",1956,12,"JENNIS BAY CREEK",NA,NA,NA,NA,NA
"2320",1957,12,"JENNIS BAY CREEK",750,NA,NA,NA,NA
"2321",1958,12,"JENNIS BAY CREEK",75,NA,NA,NA,NA
"2322",1959,12,"JENNIS BAY CREEK",75,NA,NA,NA,NA
"2323",1960,12,"JENNIS BAY CREEK",NA,NA,NA,NA,NA
"2324",1961,12,"JENNIS BAY CREEK",NA,NA,NA,NA,NA
"2325",1962,12,"JENNIS BAY CREEK",NA,NA,NA,NA,NA
"2326",1963,12,"JENNIS BAY CREEK",NA,NA,NA,NA,NA
"2327",1964,12,"JENNIS BAY CREEK",NA,NA,NA,NA,NA
"2328",1965,12,"JENNIS BAY CREEK",NA,NA,NA,NA,NA
"2329",1966,12,"JENNIS BAY CREEK",25,NA,NA,NA,NA
"2330",1967,12,"JENNIS BAY CREEK",NA,NA,NA,NA,NA
"2331",1968,12,"JENNIS BAY CREEK",NA,NA,NA,NA,NA
"2332",1969,12,"JENNIS BAY CREEK",NA,NA,NA,NA,NA
"2333",1970,12,"JENNIS BAY CREEK",NA,NA,NA,NA,NA
"2334",1971,12,"JENNIS BAY CREEK",NA,NA,NA,NA,NA
"2335",1972,12,"JENNIS BAY CREEK",NA,NA,NA,NA,NA
"2336",1973,12,"JENNIS BAY CREEK",NA,NA,NA,NA,NA
"2337",1974,12,"JENNIS BAY CREEK",NA,NA,NA,NA,NA
"2338",1975,12,"JENNIS BAY CREEK",NA,NA,NA,NA,NA
"2339",1976,12,"JENNIS BAY CREEK",NA,NA,NA,NA,NA
"2340",1977,12,"JENNIS BAY CREEK",NA,NA,NA,NA,NA
"2341",1978,12,"JENNIS BAY CREEK",NA,NA,NA,NA,NA
"2342",1979,12,"JENNIS BAY CREEK",NA,NA,NA,NA,NA
"2343",1980,12,"JENNIS BAY CREEK",NA,NA,NA,NA,NA
"2344",1981,12,"JENNIS BAY CREEK",NA,NA,NA,NA,NA
"2345",1982,12,"JENNIS BAY CREEK",NA,NA,NA,NA,NA
"2346",1983,12,"JENNIS BAY CREEK",NA,NA,NA,0.866057834110302,NA
"2347",1984,12,"JENNIS BAY CREEK",NA,NA,NA,0.775693911882616,NA
"2348",1985,12,"JENNIS BAY CREEK",NA,NA,NA,0.804617873469269,NA
"2349",1986,12,"JENNIS BAY CREEK",NA,NA,NA,0.736636297568,NA
"2350",1987,12,"JENNIS BAY CREEK",NA,NA,NA,0.620278215303934,NA
"2351",1988,12,"JENNIS BAY CREEK",NA,NA,NA,0.662968422357177,NA
"2352",1989,12,"JENNIS BAY CREEK",NA,NA,NA,0.758563000132309,NA
"2353",1990,12,"JENNIS BAY CREEK",NA,NA,NA,0.551771761004763,NA
"2354",1991,12,"JENNIS BAY CREEK",NA,NA,NA,0.610236891943533,NA
"2355",1992,12,"JENNIS BAY CREEK",NA,NA,NA,0.846200576578609,NA
"2356",1993,12,"JENNIS BAY CREEK",NA,NA,NA,0.870616228783584,NA
"2357",1994,12,"JENNIS BAY CREEK",NA,NA,NA,0.688336172661556,NA
"2358",1995,12,"JENNIS BAY CREEK",NA,NA,NA,0.41545900740463,NA
"2359",1996,12,"JENNIS BAY CREEK",20,NA,NA,0.154973827940401,NA
"2360",1997,12,"JENNIS BAY CREEK",NA,NA,NA,0.272777956656083,NA
"2361",1998,12,"JENNIS BAY CREEK",NA,NA,NA,0.000583078137170725,NA
"2362",1999,12,"JENNIS BAY CREEK",NA,NA,NA,0.00581807086852831,NA
