,ANALYSIS_YR,AREA,WATERBODY,SPECIES,POPULATION,POP_ID,ESTIMATE_CLASSIFICATION,ESTIMATE_METHOD,MAX_ESTIMATE,GFE_ID,RUN_TYPE
12952,1932,12,GLENDALE CREEK,Pink,Glendale Creek (Alert Bay) Pink Run 1,50844,UNKNOWN,Unknown Estimate Method,NA,847,1
1758,1953,12,GLENDALE CREEK,Chum,Glendale Creek (Alert Bay) Chum Run 1,50846,UNKNOWN,Unknown Estimate Method,7500,847,1
9205,1953,12,GLENDALE CREEK,Pink,Glendale Creek (Alert Bay) Pink Run 1,50844,UNKNOWN,Unknown Estimate Method,7500,847,1
10034,1953,12,GLENDALE CREEK,Coho,Glendale Creek (Alert Bay) Coho Run 1,50842,UNKNOWN,Unknown Estimate Method,7500,847,1
17931,1953,12,GLENDALE CREEK,Sockeye,Glendale Creek (Alert Bay) Sockeye Run 1,50840,UNKNOWN,Unknown Estimate Method,3500,847,1
308,1954,12,GLENDALE CREEK,Pink,Glendale Creek (Alert Bay) Pink Run 1,50844,UNKNOWN,Unknown Estimate Method,15000,847,1
654,1954,12,GLENDALE CREEK,Chum,Glendale Creek (Alert Bay) Chum Run 1,50846,UNKNOWN,Unknown Estimate Method,7500,847,1
10822,1954,12,GLENDALE CREEK,Sockeye,Glendale Creek (Alert Bay) Sockeye Run 1,50840,UNKNOWN,Unknown Estimate Method,1500,847,1
11704,1954,12,GLENDALE CREEK,Coho,Glendale Creek (Alert Bay) Coho Run 1,50842,UNKNOWN,Unknown Estimate Method,750,847,1
9713,1955,12,GLENDALE CREEK,Chum,Glendale Creek (Alert Bay) Chum Run 1,50846,UNKNOWN,Unknown Estimate Method,3500,847,1
11715,1955,12,GLENDALE CREEK,Pink,Glendale Creek (Alert Bay) Pink Run 1,50844,UNKNOWN,Unknown Estimate Method,75000,847,1
14203,1955,12,GLENDALE CREEK,Coho,Glendale Creek (Alert Bay) Coho Run 1,50842,UNKNOWN,Unknown Estimate Method,7500,847,1
16579,1955,12,GLENDALE CREEK,Sockeye,Glendale Creek (Alert Bay) Sockeye Run 1,50840,UNKNOWN,Unknown Estimate Method,1500,847,1
4676,1956,12,GLENDALE CREEK,Chum,Glendale Creek (Alert Bay) Chum Run 1,50846,UNKNOWN,Unknown Estimate Method,3500,847,1
12476,1956,12,GLENDALE CREEK,Coho,Glendale Creek (Alert Bay) Coho Run 1,50842,UNKNOWN,Unknown Estimate Method,3500,847,1
13401,1956,12,GLENDALE CREEK,Pink,Glendale Creek (Alert Bay) Pink Run 1,50844,UNKNOWN,Unknown Estimate Method,75000,847,1
15302,1956,12,GLENDALE CREEK,Sockeye,Glendale Creek (Alert Bay) Sockeye Run 1,50840,UNKNOWN,Unknown Estimate Method,1500,847,1
5248,1957,12,GLENDALE CREEK,Chum,Glendale Creek (Alert Bay) Chum Run 1,50846,UNKNOWN,Unknown Estimate Method,7500,847,1
10515,1957,12,GLENDALE CREEK,Coho,Glendale Creek (Alert Bay) Coho Run 1,50842,UNKNOWN,Unknown Estimate Method,1500,847,1
14240,1957,12,GLENDALE CREEK,Pink,Glendale Creek (Alert Bay) Pink Run 1,50844,UNKNOWN,Unknown Estimate Method,75000,847,1
15894,1957,12,GLENDALE CREEK,Sockeye,Glendale Creek (Alert Bay) Sockeye Run 1,50840,UNKNOWN,Unknown Estimate Method,3500,847,1
93,1958,12,GLENDALE CREEK,Chum,Glendale Creek (Alert Bay) Chum Run 1,50846,UNKNOWN,Unknown Estimate Method,3500,847,1
6579,1958,12,GLENDALE CREEK,Pink,Glendale Creek (Alert Bay) Pink Run 1,50844,UNKNOWN,Unknown Estimate Method,75000,847,1
11481,1958,12,GLENDALE CREEK,Coho,Glendale Creek (Alert Bay) Coho Run 1,50842,UNKNOWN,Unknown Estimate Method,7500,847,1
15914,1958,12,GLENDALE CREEK,Sockeye,Glendale Creek (Alert Bay) Sockeye Run 1,50840,UNKNOWN,Unknown Estimate Method,1500,847,1
2392,1959,12,GLENDALE CREEK,Sockeye,Glendale Creek (Alert Bay) Sockeye Run 1,50840,UNKNOWN,Unknown Estimate Method,750,847,1
4100,1959,12,GLENDALE CREEK,Chum,Glendale Creek (Alert Bay) Chum Run 1,50846,UNKNOWN,Unknown Estimate Method,1500,847,1
10543,1959,12,GLENDALE CREEK,Pink,Glendale Creek (Alert Bay) Pink Run 1,50844,UNKNOWN,Unknown Estimate Method,175000,847,1
14728,1959,12,GLENDALE CREEK,Coho,Glendale Creek (Alert Bay) Coho Run 1,50842,UNKNOWN,Unknown Estimate Method,3500,847,1
2132,1960,12,GLENDALE CREEK,Coho,Glendale Creek (Alert Bay) Coho Run 1,50842,UNKNOWN,Unknown Estimate Method,1500,847,1
5492,1960,12,GLENDALE CREEK,Pink,Glendale Creek (Alert Bay) Pink Run 1,50844,UNKNOWN,Unknown Estimate Method,35000,847,1
14563,1960,12,GLENDALE CREEK,Sockeye,Glendale Creek (Alert Bay) Sockeye Run 1,50840,UNKNOWN,Unknown Estimate Method,1500,847,1
15399,1960,12,GLENDALE CREEK,Chum,Glendale Creek (Alert Bay) Chum Run 1,50846,UNKNOWN,Unknown Estimate Method,1500,847,1
1530,1961,12,GLENDALE CREEK,Pink,Glendale Creek (Alert Bay) Pink Run 1,50844,UNKNOWN,Unknown Estimate Method,100000,847,1
4396,1961,12,GLENDALE CREEK,Sockeye,Glendale Creek (Alert Bay) Sockeye Run 1,50840,UNKNOWN,Unknown Estimate Method,750,847,1
8287,1961,12,GLENDALE CREEK,Coho,Glendale Creek (Alert Bay) Coho Run 1,50842,UNKNOWN,Unknown Estimate Method,3500,847,1
9370,1961,12,GLENDALE CREEK,Chum,Glendale Creek (Alert Bay) Chum Run 1,50846,UNKNOWN,Unknown Estimate Method,7500,847,1
6769,1962,12,GLENDALE CREEK,Chum,Glendale Creek (Alert Bay) Chum Run 1,50846,UNKNOWN,Unknown Estimate Method,3500,847,1
7023,1962,12,GLENDALE CREEK,Pink,Glendale Creek (Alert Bay) Pink Run 1,50844,UNKNOWN,Unknown Estimate Method,100000,847,1
14163,1962,12,GLENDALE CREEK,Sockeye,Glendale Creek (Alert Bay) Sockeye Run 1,50840,UNKNOWN,Not Applicable,NA,847,1
16833,1962,12,GLENDALE CREEK,Coho,Glendale Creek (Alert Bay) Coho Run 1,50842,UNKNOWN,Unknown Estimate Method,3500,847,1
2423,1963,12,GLENDALE CREEK,Chum,Glendale Creek (Alert Bay) Chum Run 1,50846,UNKNOWN,Unknown Estimate Method,35000,847,1
8063,1963,12,GLENDALE CREEK,Pink,Glendale Creek (Alert Bay) Pink Run 1,50844,UNKNOWN,Unknown Estimate Method,100000,847,1
10072,1963,12,GLENDALE CREEK,Coho,Glendale Creek (Alert Bay) Coho Run 1,50842,UNKNOWN,Unknown Estimate Method,1500,847,1
13058,1963,12,GLENDALE CREEK,Sockeye,Glendale Creek (Alert Bay) Sockeye Run 1,50840,UNKNOWN,Not Applicable,NA,847,1
5429,1964,12,GLENDALE CREEK,Coho,Glendale Creek (Alert Bay) Coho Run 1,50842,UNKNOWN,Unknown Estimate Method,1500,847,1
9774,1964,12,GLENDALE CREEK,Sockeye,Glendale Creek (Alert Bay) Sockeye Run 1,50840,UNKNOWN,Not Applicable,NA,847,1
13706,1964,12,GLENDALE CREEK,Pink,Glendale Creek (Alert Bay) Pink Run 1,50844,UNKNOWN,Unknown Estimate Method,150000,847,1
16253,1964,12,GLENDALE CREEK,Chum,Glendale Creek (Alert Bay) Chum Run 1,50846,UNKNOWN,Unknown Estimate Method,75000,847,1
1689,1965,12,GLENDALE CREEK,Coho,Glendale Creek (Alert Bay) Coho Run 1,50842,UNKNOWN,Unknown Estimate Method,400,847,1
5409,1965,12,GLENDALE CREEK,Sockeye,Glendale Creek (Alert Bay) Sockeye Run 1,50840,UNKNOWN,Not Applicable,NA,847,1
9701,1965,12,GLENDALE CREEK,Pink,Glendale Creek (Alert Bay) Pink Run 1,50844,UNKNOWN,Unknown Estimate Method,50000,847,1
10260,1965,12,GLENDALE CREEK,Chum,Glendale Creek (Alert Bay) Chum Run 1,50846,UNKNOWN,Unknown Estimate Method,75,847,1
931,1966,12,GLENDALE CREEK,Coho,Glendale Creek (Alert Bay) Coho Run 1,50842,UNKNOWN,Unknown Estimate Method,400,847,1
2649,1966,12,GLENDALE CREEK,Pink,Glendale Creek (Alert Bay) Pink Run 1,50844,UNKNOWN,Unknown Estimate Method,220000,847,1
10071,1966,12,GLENDALE CREEK,Chinook,Glendale Creek (Alert Bay) Chinook Run 1,50848,UNKNOWN,Unknown Estimate Method,25,847,1
12788,1966,12,GLENDALE CREEK,Chum,Glendale Creek (Alert Bay) Chum Run 1,50846,UNKNOWN,Unknown Estimate Method,15000,847,1
6313,1967,12,GLENDALE CREEK,Chum,Glendale Creek (Alert Bay) Chum Run 1,50846,UNKNOWN,Unknown Estimate Method,35000,847,1
8280,1967,12,GLENDALE CREEK,Pink,Glendale Creek (Alert Bay) Pink Run 1,50844,UNKNOWN,Unknown Estimate Method,75000,847,1
8606,1967,12,GLENDALE CREEK,Coho,Glendale Creek (Alert Bay) Coho Run 1,50842,UNKNOWN,Unknown Estimate Method,200,847,1
973,1968,12,GLENDALE CREEK,Coho,Glendale Creek (Alert Bay) Coho Run 1,50842,UNKNOWN,Unknown Estimate Method,400,847,1
1492,1968,12,GLENDALE CREEK,Chinook,Glendale Creek (Alert Bay) Chinook Run 1,50848,UNKNOWN,Not Applicable,NA,847,1
6026,1968,12,GLENDALE CREEK,Sockeye,Glendale Creek (Alert Bay) Sockeye Run 1,50840,UNKNOWN,Not Applicable,NA,847,1
10261,1968,12,GLENDALE CREEK,Chum,Glendale Creek (Alert Bay) Chum Run 1,50846,UNKNOWN,Unknown Estimate Method,15000,847,1
17398,1968,12,GLENDALE CREEK,Pink,Glendale Creek (Alert Bay) Pink Run 1,50844,UNKNOWN,Unknown Estimate Method,162500,847,1
335,1969,12,GLENDALE CREEK,Pink,Glendale Creek (Alert Bay) Pink Run 1,50844,UNKNOWN,Unknown Estimate Method,50000,847,1
2382,1969,12,GLENDALE CREEK,Coho,Glendale Creek (Alert Bay) Coho Run 1,50842,UNKNOWN,Not Applicable,NA,847,1
14269,1969,12,GLENDALE CREEK,Chum,Glendale Creek (Alert Bay) Chum Run 1,50846,UNKNOWN,Unknown Estimate Method,1000,847,1
2825,1970,12,GLENDALE CREEK,Pink,Glendale Creek (Alert Bay) Pink Run 1,50844,UNKNOWN,Unknown Estimate Method,150000,847,1
4304,1970,12,GLENDALE CREEK,Sockeye,Glendale Creek (Alert Bay) Sockeye Run 1,50840,UNKNOWN,Unknown Estimate Method,25,847,1
9652,1970,12,GLENDALE CREEK,Coho,Glendale Creek (Alert Bay) Coho Run 1,50842,UNKNOWN,Unknown Estimate Method,200,847,1
9979,1970,12,GLENDALE CREEK,Chinook,Glendale Creek (Alert Bay) Chinook Run 1,50848,UNKNOWN,Unknown Estimate Method,25,847,1
11365,1970,12,GLENDALE CREEK,Chum,Glendale Creek (Alert Bay) Chum Run 1,50846,UNKNOWN,Unknown Estimate Method,35000,847,1
8637,1971,12,GLENDALE CREEK,Chum,Glendale Creek (Alert Bay) Chum Run 1,50846,UNKNOWN,Unknown Estimate Method,400,847,1
10295,1971,12,GLENDALE CREEK,Pink,Glendale Creek (Alert Bay) Pink Run 1,50844,UNKNOWN,Unknown Estimate Method,150000,847,1
15707,1971,12,GLENDALE CREEK,Coho,Glendale Creek (Alert Bay) Coho Run 1,50842,UNKNOWN,Unknown Estimate Method,200,847,1
8296,1972,12,GLENDALE CREEK,Sockeye,Glendale Creek (Alert Bay) Sockeye Run 1,50840,UNKNOWN,Unknown Estimate Method,25,847,1
12548,1972,12,GLENDALE CREEK,Chum,Glendale Creek (Alert Bay) Chum Run 1,50846,UNKNOWN,Unknown Estimate Method,15000,847,1
15372,1972,12,GLENDALE CREEK,Coho,Glendale Creek (Alert Bay) Coho Run 1,50842,UNKNOWN,Unknown Estimate Method,75,847,1
16450,1972,12,GLENDALE CREEK,Pink,Glendale Creek (Alert Bay) Pink Run 1,50844,UNKNOWN,Unknown Estimate Method,9500,847,1
3444,1973,12,GLENDALE CREEK,Chum,Glendale Creek (Alert Bay) Chum Run 1,50846,UNKNOWN,Unknown Estimate Method,40000,847,1
5192,1973,12,GLENDALE CREEK,Pink,Glendale Creek (Alert Bay) Pink Run 1,50844,UNKNOWN,Unknown Estimate Method,200000,847,1
9487,1973,12,GLENDALE CREEK,Coho,Glendale Creek (Alert Bay) Coho Run 1,50842,UNKNOWN,Unknown Estimate Method,50,847,1
11990,1973,12,GLENDALE CREEK,Sockeye,Glendale Creek (Alert Bay) Sockeye Run 1,50840,UNKNOWN,Unknown Estimate Method,10,847,1
13133,1974,12,GLENDALE CREEK,Chum,Glendale Creek (Alert Bay) Chum Run 1,50846,UNKNOWN,Unknown Estimate Method,2000,847,1
15905,1974,12,GLENDALE CREEK,Pink,Glendale Creek (Alert Bay) Pink Run 1,50844,UNKNOWN,Unknown Estimate Method,30000,847,1
1671,1975,12,GLENDALE CREEK,Chum,Glendale Creek (Alert Bay) Chum Run 1,50846,UNKNOWN,Unknown Estimate Method,400,847,1
3527,1975,12,GLENDALE CREEK,Sockeye,Glendale Creek (Alert Bay) Sockeye Run 1,50840,UNKNOWN,Unknown Estimate Method,100,847,1
11776,1975,12,GLENDALE CREEK,Coho,Glendale Creek (Alert Bay) Coho Run 1,50842,UNKNOWN,Unknown Estimate Method,25,847,1
13469,1975,12,GLENDALE CREEK,Pink,Glendale Creek (Alert Bay) Pink Run 1,50844,UNKNOWN,Unknown Estimate Method,150000,847,1
13060,1976,12,GLENDALE CREEK,Sockeye,Glendale Creek (Alert Bay) Sockeye Run 1,50840,UNKNOWN,Unknown Estimate Method,200,847,1
13423,1976,12,GLENDALE CREEK,Chum,Glendale Creek (Alert Bay) Chum Run 1,50846,UNKNOWN,Unknown Estimate Method,1600,847,1
17858,1976,12,GLENDALE CREEK,Pink,Glendale Creek (Alert Bay) Pink Run 1,50844,UNKNOWN,Unknown Estimate Method,150000,847,1
3874,1977,12,GLENDALE CREEK,Pink,Glendale Creek (Alert Bay) Pink Run 1,50844,UNKNOWN,Unknown Estimate Method,16000,847,1
12784,1977,12,GLENDALE CREEK,Sockeye,Glendale Creek (Alert Bay) Sockeye Run 1,50840,UNKNOWN,Unknown Estimate Method,200,847,1
17584,1977,12,GLENDALE CREEK,Chum,Glendale Creek (Alert Bay) Chum Run 1,50846,UNKNOWN,Unknown Estimate Method,400,847,1
906,1978,12,GLENDALE CREEK,Sockeye,Glendale Creek (Alert Bay) Sockeye Run 1,50840,UNKNOWN,Not Applicable,NA,847,1
11419,1978,12,GLENDALE CREEK,Chum,Glendale Creek (Alert Bay) Chum Run 1,50846,UNKNOWN,Unknown Estimate Method,1000,847,1
12771,1978,12,GLENDALE CREEK,Pink,Glendale Creek (Alert Bay) Pink Run 1,50844,UNKNOWN,Unknown Estimate Method,275000,847,1
15708,1978,12,GLENDALE CREEK,Coho,Glendale Creek (Alert Bay) Coho Run 1,50842,UNKNOWN,Unknown Estimate Method,2000,847,1
60,1979,12,GLENDALE CREEK,Chum,Glendale Creek (Alert Bay) Chum Run 1,50846,UNKNOWN,Unknown Estimate Method,1500,847,1
10216,1979,12,GLENDALE CREEK,Pink,Glendale Creek (Alert Bay) Pink Run 1,50844,UNKNOWN,Unknown Estimate Method,21000,847,1
13459,1979,12,GLENDALE CREEK,Sockeye,Glendale Creek (Alert Bay) Sockeye Run 1,50840,UNKNOWN,Not Applicable,NA,847,1
14488,1979,12,GLENDALE CREEK,Coho,Glendale Creek (Alert Bay) Coho Run 1,50842,UNKNOWN,Unknown Estimate Method,10,847,1
8322,1980,12,GLENDALE CREEK,Sockeye,Glendale Creek (Alert Bay) Sockeye Run 1,50840,UNKNOWN,Not Applicable,NA,847,1
8657,1980,12,GLENDALE CREEK,Chum,Glendale Creek (Alert Bay) Chum Run 1,50846,UNKNOWN,Unknown Estimate Method,1000,847,1
9413,1980,12,GLENDALE CREEK,Pink,Glendale Creek (Alert Bay) Pink Run 1,50844,UNKNOWN,Unknown Estimate Method,250000,847,1
10789,1980,12,GLENDALE CREEK,Coho,Glendale Creek (Alert Bay) Coho Run 1,50842,UNKNOWN,Not Applicable,NA,847,1
5948,1981,12,GLENDALE CREEK,Pink,Glendale Creek (Alert Bay) Pink Run 1,50844,UNKNOWN,Unknown Estimate Method,20000,847,1
6324,1981,12,GLENDALE CREEK,Coho,Glendale Creek (Alert Bay) Coho Run 1,50842,UNKNOWN,Unknown Estimate Method,300,847,1
16436,1981,12,GLENDALE CREEK,Chum,Glendale Creek (Alert Bay) Chum Run 1,50846,UNKNOWN,Unknown Estimate Method,300,847,1
1466,1982,12,GLENDALE CREEK,Coho,Glendale Creek (Alert Bay) Coho Run 1,50842,UNKNOWN,Not Applicable,NA,847,1
4607,1982,12,GLENDALE CREEK,Chum,Glendale Creek (Alert Bay) Chum Run 1,50846,UNKNOWN,Unknown Estimate Method,2000,847,1
7179,1982,12,GLENDALE CREEK,Sockeye,Glendale Creek (Alert Bay) Sockeye Run 1,50840,UNKNOWN,Unknown Estimate Method,10,847,1
9170,1982,12,GLENDALE CREEK,Pink,Glendale Creek (Alert Bay) Pink Run 1,50844,UNKNOWN,Unknown Estimate Method,150000,847,1
2650,1983,12,GLENDALE CREEK,Pink,Glendale Creek (Alert Bay) Pink Run 1,50844,UNKNOWN,Unknown Estimate Method,300000,847,1
6846,1983,12,GLENDALE CREEK,Chum,Glendale Creek (Alert Bay) Chum Run 1,50846,UNKNOWN,Unknown Estimate Method,2100,847,1
14004,1983,12,GLENDALE CREEK,Coho,Glendale Creek (Alert Bay) Coho Run 1,50842,UNKNOWN,Unknown Estimate Method,2400,847,1
15897,1983,12,GLENDALE CREEK,Chinook,Glendale Creek (Alert Bay) Chinook Run 1,50848,UNKNOWN,Unknown Estimate Method,2,847,1
17603,1983,12,GLENDALE CREEK,Sockeye,Glendale Creek (Alert Bay) Sockeye Run 1,50840,UNKNOWN,Unknown Estimate Method,6,847,1
9733,1984,12,GLENDALE CREEK,Pink,Glendale Creek (Alert Bay) Pink Run 1,50844,UNKNOWN,Unknown Estimate Method,85000,847,1
10884,1984,12,GLENDALE CREEK,Chum,Glendale Creek (Alert Bay) Chum Run 1,50846,UNKNOWN,Unknown Estimate Method,1500,847,1
393,1985,12,GLENDALE CREEK,Chinook,Glendale Creek (Alert Bay) Chinook Run 1,50848,UNKNOWN,Not Applicable,NA,847,1
3135,1985,12,GLENDALE CREEK,Sockeye,Glendale Creek (Alert Bay) Sockeye Run 1,50840,UNKNOWN,Unknown Estimate Method,100,847,1
7783,1985,12,GLENDALE CREEK,Chum,Glendale Creek (Alert Bay) Chum Run 1,50846,UNKNOWN,Unknown Estimate Method,50,847,1
11735,1985,12,GLENDALE CREEK,Coho,Glendale Creek (Alert Bay) Coho Run 1,50842,UNKNOWN,Unknown Estimate Method,250,847,1
12530,1985,12,GLENDALE CREEK,Pink,Glendale Creek (Alert Bay) Pink Run 1,50844,UNKNOWN,Unknown Estimate Method,140000,847,1
2832,1986,12,GLENDALE CREEK,Sockeye,Glendale Creek (Alert Bay) Sockeye Run 1,50840,UNKNOWN,Unknown Estimate Method,1,847,1
3113,1986,12,GLENDALE CREEK,Chum,Glendale Creek (Alert Bay) Chum Run 1,50846,UNKNOWN,Unknown Estimate Method,300,847,1
7189,1986,12,GLENDALE CREEK,Chinook,Glendale Creek (Alert Bay) Chinook Run 1,50848,UNKNOWN,Not Applicable,NA,847,1
14244,1986,12,GLENDALE CREEK,Pink,Glendale Creek (Alert Bay) Pink Run 1,50844,UNKNOWN,Unknown Estimate Method,240000,847,1
17582,1986,12,GLENDALE CREEK,Coho,Glendale Creek (Alert Bay) Coho Run 1,50842,UNKNOWN,Unknown Estimate Method,100,847,1
2653,1987,12,GLENDALE CREEK,Coho,Glendale Creek (Alert Bay) Coho Run 1,50842,UNKNOWN,Unknown Estimate Method,200,847,1
6821,1987,12,GLENDALE CREEK,Sockeye,Glendale Creek (Alert Bay) Sockeye Run 1,50840,UNKNOWN,Unknown Estimate Method,125,847,1
13291,1987,12,GLENDALE CREEK,Chinook,Glendale Creek (Alert Bay) Chinook Run 1,50848,UNKNOWN,Not Applicable,NA,847,1
15711,1987,12,GLENDALE CREEK,Chum,Glendale Creek (Alert Bay) Chum Run 1,50846,UNKNOWN,Unknown Estimate Method,350,847,1
17289,1987,12,GLENDALE CREEK,Pink,Glendale Creek (Alert Bay) Pink Run 1,50844,UNKNOWN,Unknown Estimate Method,6000,847,1
7071,1988,12,GLENDALE CREEK,Pink,Glendale Creek (Alert Bay) Pink Run 1,50844,UNKNOWN,Unknown Estimate Method,300000,847,1
8605,1988,12,GLENDALE CREEK,Chum,Glendale Creek (Alert Bay) Chum Run 1,50846,UNKNOWN,Unknown Estimate Method,10000,847,1
10833,1988,12,GLENDALE CREEK,Coho,Glendale Creek (Alert Bay) Coho Run 1,50842,UNKNOWN,Unknown Estimate Method,50,847,1
15571,1988,12,GLENDALE CREEK,Sockeye,Glendale Creek (Alert Bay) Sockeye Run 1,50840,UNKNOWN,Unknown Estimate Method,20,847,1
2077,1989,12,GLENDALE CREEK,Pink,Glendale Creek (Alert Bay) Pink Run 1,50844,UNKNOWN,Unknown Estimate Method,10000,847,1
6208,1989,12,GLENDALE CREEK,Chum,Glendale Creek (Alert Bay) Chum Run 1,50846,UNKNOWN,Unknown Estimate Method,1200,847,1
9135,1989,12,GLENDALE CREEK,Sockeye,Glendale Creek (Alert Bay) Sockeye Run 1,50840,UNKNOWN,Unknown Estimate Method,200,847,1
10581,1989,12,GLENDALE CREEK,Coho,Glendale Creek (Alert Bay) Coho Run 1,50842,UNKNOWN,Unknown Estimate Method,350,847,1
14564,1990,12,GLENDALE CREEK,Pink,Glendale Creek (Alert Bay) Pink Run 1,50844,UNKNOWN,Unknown Estimate Method,350000,847,1
4872,1991,12,GLENDALE CREEK,Coho,Glendale Creek (Alert Bay) Coho Run 1,50842,UNKNOWN,Unknown Estimate Method,500,847,1
8893,1991,12,GLENDALE CREEK,Sockeye,Glendale Creek (Alert Bay) Sockeye Run 1,50840,UNKNOWN,Unknown Estimate Method,12,847,1
12249,1991,12,GLENDALE CREEK,Pink,Glendale Creek (Alert Bay) Pink Run 1,50844,UNKNOWN,Unknown Estimate Method,17500,847,1
13150,1991,12,GLENDALE CREEK,Chinook,Glendale Creek (Alert Bay) Chinook Run 1,50848,UNKNOWN,Unknown Estimate Method,10,847,1
13601,1991,12,GLENDALE CREEK,Chum,Glendale Creek (Alert Bay) Chum Run 1,50846,UNKNOWN,Unknown Estimate Method,2500,847,1
16492,1992,12,GLENDALE CREEK,Pink,Glendale Creek (Alert Bay) Pink Run 1,50844,UNKNOWN,Unknown Estimate Method,700000,847,1
16546,1992,12,GLENDALE CREEK,Chinook,Glendale Creek (Alert Bay) Chinook Run 1,50848,UNKNOWN,Not Applicable,NA,847,1
18006,1992,12,GLENDALE CREEK,Chum,Glendale Creek (Alert Bay) Chum Run 1,50846,UNKNOWN,Unknown Estimate Method,10000,847,1
4958,1993,12,GLENDALE CREEK,Pink,Glendale Creek (Alert Bay) Pink Run 1,50844,UNKNOWN,Unknown Estimate Method,200000,847,1
13463,1993,12,GLENDALE CREEK,Chum,Glendale Creek (Alert Bay) Chum Run 1,50846,UNKNOWN,Unknown Estimate Method,6850,847,1
15729,1993,12,GLENDALE CREEK,Coho,Glendale Creek (Alert Bay) Coho Run 1,50842,UNKNOWN,Unknown Estimate Method,100,847,1
6014,1994,12,GLENDALE CREEK,Pink,Glendale Creek (Alert Bay) Pink Run 1,50844,UNKNOWN,Unknown Estimate Method,192000,847,1
12240,1994,12,GLENDALE CREEK,Chum,Glendale Creek (Alert Bay) Chum Run 1,50846,UNKNOWN,Unknown Estimate Method,750,847,1
15343,1994,12,GLENDALE CREEK,Coho,Glendale Creek (Alert Bay) Coho Run 1,50842,UNKNOWN,Unknown Estimate Method,200,847,1
2192,1995,12,GLENDALE CREEK,Chum,Glendale Creek (Alert Bay) Chum Run 1,50846,UNKNOWN,Unknown Estimate Method,6500,847,1
3318,1995,12,GLENDALE CREEK,Coho,Glendale Creek (Alert Bay) Coho Run 1,50842,UNKNOWN,Unknown Estimate Method,140,847,1
6678,1995,12,GLENDALE CREEK,Chinook,Glendale Creek (Alert Bay) Chinook Run 1,50848,UNKNOWN,Not Applicable,NA,847,1
8399,1995,12,GLENDALE CREEK,Sockeye,Glendale Creek (Alert Bay) Sockeye Run 1,50840,UNKNOWN,Unknown Estimate Method,10,847,1
13789,1995,12,GLENDALE CREEK,Pink,Glendale Creek (Alert Bay) Pink Run 1,50844,UNKNOWN,Unknown Estimate Method,80000,847,1
16057,1995,12,GLENDALE CREEK,Sockeye,Glendale Creek (Alert Bay) Sockeye Run 2,50841,UNKNOWN,Not Applicable,NA,847,2
3291,1996,12,GLENDALE CREEK,Chum,Glendale Creek (Alert Bay) Chum Run 1,50846,UNKNOWN,Unknown Estimate Method,15,847,1
7225,1996,12,GLENDALE CREEK,Chinook,Glendale Creek (Alert Bay) Chinook Run 1,50848,UNKNOWN,Not Applicable,NA,847,1
8409,1996,12,GLENDALE CREEK,Sockeye,Glendale Creek (Alert Bay) Sockeye Run 1,50840,UNKNOWN,Not Applicable,NA,847,1
11816,1996,12,GLENDALE CREEK,Coho,Glendale Creek (Alert Bay) Coho Run 1,50842,UNKNOWN,Unknown Estimate Method,53,847,1
12374,1996,12,GLENDALE CREEK,Sockeye,Glendale Creek (Alert Bay) Sockeye Run 2,50841,UNKNOWN,Not Applicable,NA,847,2
12919,1996,12,GLENDALE CREEK,Pink,Glendale Creek (Alert Bay) Pink Run 1,50844,UNKNOWN,Unknown Estimate Method,430000,847,1
220,1997,12,GLENDALE CREEK,Chinook,Glendale Creek (Alert Bay) Chinook Run 1,50848,UNKNOWN,Not Applicable,NA,847,1
774,1997,12,GLENDALE CREEK,Chum,Glendale Creek (Alert Bay) Chum Run 1,50846,UNKNOWN,Unknown Estimate Method,200,847,1
4487,1997,12,GLENDALE CREEK,Sockeye,Glendale Creek (Alert Bay) Sockeye Run 2,50841,UNKNOWN,Not Applicable,NA,847,2
10105,1997,12,GLENDALE CREEK,Pink,Glendale Creek (Alert Bay) Pink Run 1,50844,UNKNOWN,Unknown Estimate Method,320000,847,1
12907,1997,12,GLENDALE CREEK,Coho,Glendale Creek (Alert Bay) Coho Run 1,50842,UNKNOWN,Unknown Estimate Method,NA,847,1
14049,1997,12,GLENDALE CREEK,Sockeye,Glendale Creek (Alert Bay) Sockeye Run 1,50840,UNKNOWN,Not Applicable,NA,847,1
1587,1998,12,GLENDALE CREEK,Chinook,Glendale Creek (Alert Bay) Chinook Run 1,50848,RELATIVE: CONSTANT MULTI-YEAR METHODS,Unknown Estimate Method,50,847,1
2170,1998,12,GLENDALE CREEK,Pink,Glendale Creek (Alert Bay) Pink Run 1,50844,RELATIVE: CONSTANT MULTI-YEAR METHODS,Unknown Estimate Method,500000,847,1
10383,1998,12,GLENDALE CREEK,Sockeye,Glendale Creek (Alert Bay) Sockeye Run 1,50840,PRESENCE-ABSENCE (TYPE-6),Not Applicable,NA,847,1
11521,1998,12,GLENDALE CREEK,Coho,Glendale Creek (Alert Bay) Coho Run 1,50842,RELATIVE: CONSTANT MULTI-YEAR METHODS,Unknown Estimate Method,250,847,1
14045,1998,12,GLENDALE CREEK,Sockeye,Glendale Creek (Alert Bay) Sockeye Run 2,50841,UNKNOWN,Not Applicable,NA,847,2
16329,1998,12,GLENDALE CREEK,Chum,Glendale Creek (Alert Bay) Chum Run 1,50846,RELATIVE: CONSTANT MULTI-YEAR METHODS,Unknown Estimate Method,5000,847,1
